PointID,Easting,Northing,GroundLevel,AntennaHeight
P8S1T1          , 486201.3715, 8329723.9525, 1254.5682,    0.6490
P8S1T2          , 486204.3352, 8329712.0298, 1254.0045,    0.6820
P8S1T3          , 486191.6678, 8329707.8102, 1253.2763,    0.6810
P8S1T4          , 486188.2833, 8329719.2240, 1253.9078,    0.6980
P8S1TC          , 486195.6709, 8329713.3437, 1253.8059,    0.7050
P8S2T1          , 486225.5386, 8329732.3658, 1255.4232,    0.7110
P8S2T2          , 486234.4405, 8329726.4005, 1255.2989,    0.6890
P8S2T3          , 486231.6443, 8329713.0523, 1254.5646,    0.6890
P8S2T4          , 486218.5445, 8329719.3873, 1254.6105,    0.7050
P8S2TC          , 486228.8593, 8329720.2470, 1254.9045,    0.6610
P8S3T1          , 486267.1951, 8329740.4916, 1256.6029,    0.7050
P8S3T2          , 486273.3159, 8329726.5753, 1255.9147,    0.6900
P8S3T3          , 486265.0131, 8329720.3671, 1255.5392,    0.6720
P8S3T4          , 486255.7263, 8329734.1949, 1256.0859,    0.6740
P8S3TC          , 486264.0167, 8329727.8070, 1256.1596,    0.7000
P8S4T1          , 486279.0221, 8329704.4181, 1254.7296,    0.6960
P8S4T2          , 486283.2204, 8329693.2623, 1254.0028,    0.7050
P8S4T3          , 486272.2272, 8329690.0691, 1253.6921,    0.6820
P8S4T4          , 486268.4409, 8329698.4447, 1254.3365,    0.6720
P8S4TC          , 486275.5670, 8329696.7497, 1254.3239,    0.7050
P8S5T1          , 486239.6886, 8329693.2209, 1253.4379,    0.6820
P8S5T2          , 486245.1544, 8329686.5584, 1253.0012,    0.6630
P8S5T3          , 486240.8643, 8329677.9151, 1252.0689,    0.6900
P8S5T4          , 486233.8488, 8329683.1844, 1252.3480,    0.7100
P8S5TC          , 486240.6882, 8329686.1571, 1252.9028,    0.6500
P8S6T1          , 486213.7717, 8329687.4167, 1252.1337,    0.6650
P8S6T2          , 486214.5515, 8329676.5701, 1251.4174,    0.6560
P8S6T3          , 486207.9119, 8329672.3038, 1250.9589,    0.6760
P8S6TC          , 486208.1094, 8329681.7947, 1251.5454,    0.6950
