PointID,Easting,Northing,GroundLevel,AntennaHeight
P1S7T1          , 468300.5498, 8345801.4777, 1340.4357,    0.6700
P1S7T2          , 468299.7292, 8345790.1353, 1340.6858,    0.7040
P1S7T3          , 468288.9072, 8345796.8632, 1340.0277,    0.6700
P1S7T4          , 468289.4495, 8345806.3797, 1339.8391,    0.6750
P1S7TC          , 468295.4837, 8345796.7668, 1340.0906,    0.6250
P1S8T1          , 468337.7379, 8345796.6605, 1342.3177,    0.6680
P1S8T2          , 468335.5283, 8345780.6026, 1342.6243,    0.6770
P1S8TC          , 468328.6327, 8345787.4319, 1342.1039,    0.6870
P1S9T1          , 468367.4419, 8345791.8414, 1343.8633,    0.6930
P1S9T2          , 468368.7658, 8345773.2308, 1344.2774,    0.7300
P1S9T3          , 468350.2230, 8345782.2401, 1343.1532,    0.7040
P1S9TC          , 468361.3572, 8345782.2870, 1343.6296,    0.7190
