PointID,Easting,Northing,GroundLevel,AntennaHeight
P10S1T1         , 482594.9091, 8330777.8445, 1252.5483,    0.6470
P10S1T3         , 482579.7535, 8330759.0067, 1251.0359,    0.5340
P10S1T4         , 482580.0763, 8330776.7055, 1251.3806,    0.6350
P10S1TC         , 482588.7108, 8330767.2131, 1251.7443,    0.6630
P10S2T1         , 482620.5687, 8330782.1617, 1254.6229,    0.6550
P10S2T2         , 482628.6217, 8330772.0446, 1255.0342,    0.6530
P10S2T3         , 482619.2843, 8330764.4631, 1254.0130,    0.6040
P10S2T4         , 482612.0217, 8330777.4125, 1253.7501,    0.5860
P10S2TC         , 482622.2123, 8330771.9397, 1254.5341,    0.6100
P10S3T1         , 482659.0122, 8330784.6649, 1258.0142,    0.6590
P10S3T2         , 482663.8291, 8330775.1567, 1258.2380,    0.6320
P10S3T3         , 482656.1135, 8330767.0668, 1257.3703,    0.6410
P10S3T4         , 482649.9691, 8330775.5564, 1256.9816,    0.5850
P10S3TC         , 482656.4790, 8330777.4569, 1257.6852,    0.6370
P10S4T1         , 482665.9473, 8330751.3321, 1257.6458,    0.6610
P10S4T2         , 482670.8542, 8330743.0062, 1257.8938,    0.6920
P10S4T3         , 482662.2571, 8330741.3906, 1257.0047,    0.6510
P10S4T4         , 482658.4716, 8330746.1598, 1256.9025,    0.6520
P10S4TC         , 482664.7881, 8330743.7269, 1257.2637,    0.6770
P10S5T2         , 482641.2871, 8330734.9279, 1255.1382,    0.6050
P10S5T4         , 482624.5415, 8330746.1761, 1254.0954,    0.5670
P10S5TC         , 482630.2265, 8330737.5805, 1254.0918,    0.7360
P10S6T1         , 482600.7969, 8330738.0300, 1252.0334,    0.5950
P10S6T2         , 482603.1786, 8330725.6045, 1251.8450,    0.6000
P10S6T3         , 482594.0180, 8330725.5588, 1251.1629,    0.6200
P10S6T4         , 482588.8943, 8330734.9660, 1251.1163,    0.5940
P10S7T1         , 482609.8204, 8330705.5128, 1251.5410,    0.6850
P10S7T2         , 482614.4611, 8330694.4295, 1251.4335,    0.6450
P10S7T3         , 482600.6835, 8330689.4866, 1250.4659,    0.5840
P10S7T4         , 482597.4304, 8330704.7199, 1250.7308,    0.6400
P10S8T1         , 482637.4957, 8330709.8924, 1253.8872,    0.6450
P10S8T2         , 482646.2643, 8330700.2226, 1254.6934,    0.6240
P10S8T3         , 482639.1137, 8330696.6888, 1252.9396,    0.5280
P10S8T4         , 482635.2405, 8330700.5666, 1253.6960,    0.6560
P10S8TC         , 482638.2213, 8330704.0220, 1253.2753,    0.5790
P10S9T1         , 482676.2946, 8330717.2783, 1258.0788,    0.6230
P10S9T2         , 482680.1478, 8330704.2777, 1258.1691,    0.5300
P10S9T3         , 482672.2713, 8330700.2639, 1257.2319,    0.6500
P10S9T4         , 482667.2493, 8330711.1756, 1257.0077,    0.6250
P10S9TC         , 482672.7935, 8330709.7407, 1257.4088,    0.5870
