PointID,Easting,Northing,GroundLevel,AntennaHeight
P15S1T1         , 470081.0869, 8326963.2075, 1283.5210,    0.6560
P15S1T2         , 470079.8893, 8326949.9158, 1283.8969,    0.6400
P15S1T3         , 470068.5196, 8326952.6625, 1283.7546,    0.6900
P15S1T4         , 470070.4136, 8326965.7935, 1283.3715,    0.6910
P15S2T1         , 470115.5989, 8326963.2576, 1283.6996,    0.6870
P15S2T2         , 470119.0093, 8326949.7027, 1284.0341,    0.6860
P15S2T3         , 470098.2735, 8326953.3173, 1284.1476,    1.4370
P15S2T4         , 470103.2397, 8326962.7881, 1283.6238,    0.6530
P15S2TC         , 470109.9444, 8326956.3883, 1283.9006,    0.5760
P15S3T1         , 470149.1317, 8326959.4271, 1283.3826,    0.7090
P15S3T2         , 470146.2620, 8326946.0522, 1284.3172,    0.6260
P15S3T3         , 470138.4257, 8326948.2752, 1284.6632,    0.6670
P15S3T4         , 470139.6124, 8326959.2028, 1284.3715,    0.7390
P15S4T1         , 470142.9378, 8326922.6322, 1284.9581,    0.6410
P15S4T3         , 470128.1258, 8326914.0871, 1285.1364,    0.6840
P15S4TC         , 470136.7667, 8326919.0317, 1285.0829,    0.6730
P15S5T2         , 470107.8549, 8326914.2499, 1285.0320,    0.6720
P15S5T3         , 470095.8673, 8326916.3636, 1284.8906,    0.6790
P15S5T4         , 470096.8112, 8326927.4368, 1284.5724,    0.6400
P15S6T1         , 470071.2875, 8326931.3418, 1284.4852,    1.2150
P15S6T2         , 470075.5916, 8326917.6537, 1284.7959,    0.6790
P15S6T3         , 470060.6091, 8326917.0307, 1284.7698,    0.6910
P15S6T4         , 470063.0679, 8326930.6269, 1284.3187,    0.6940
P15S6TC         , 470067.3853, 8326924.2004, 1284.6418,    0.6950
P15S7T1         , 470066.9834, 8326893.5967, 1285.4770,    0.6880
P15S7T2         , 470064.4114, 8326881.4792, 1285.6643,    0.7440
P15S7T3         , 470053.0841, 8326882.3323, 1285.6914,    0.7440
P15S7T4         , 470054.3222, 8326895.4220, 1285.3199,    0.7150
P15S8T2         , 470101.0131, 8326880.8010, 1285.8446,    0.6840
P15S8T3         , 470089.7356, 8326884.1452, 1285.7636,    0.6790
P15S8T4         , 470089.8234, 8326892.3853, 1285.6688,    0.6820
P15S9T1         , 470136.1982, 8326886.8421, 1285.8921,    0.6960
P15S9T2         , 470129.7648, 8326876.6815, 1286.4827,    0.7200
P15S9T3         , 470120.6406, 8326879.2427, 1286.1875,    0.6960
P15S9T4         , 470125.5868, 8326888.1297, 1285.9048,    0.6600
