PointID,Easting,Northing,GroundLevel,AntennaHeight
P6S1T1          , 470317.4750, 8327683.0966, 1279.1671,    0.8260
P6S1T2          , 470318.2961, 8327672.4364, 1278.4378,    0.8310
P6S1T3          , 470298.8117, 8327671.9394, 1277.2187,    0.7340
P6S1T4          , 470298.6588, 8327681.7898, 1277.8150,    0.7600
P6S1TC          , 470306.6777, 8327675.1896, 1277.4823,    0.7400
P6S2T1          , 470352.7798, 8327687.6750, 1280.0782,    0.7410
P6S2T2          , 470352.3101, 8327674.7869, 1279.3259,    0.7420
P6S2T3          , 470336.5884, 8327670.9020, 1279.2034,    0.7710
P6S2T4          , 470334.2232, 8327686.0457, 1279.8594,    0.7310
P6S2TC          , 470341.3798, 8327680.0873, 1279.6091,    0.7560
P6S3T1          , 470386.0030, 8327690.3942, 1280.7400,    0.7440
P6S3T2          , 470385.4951, 8327680.2726, 1280.1256,    0.7500
P6S3T3          , 470370.1672, 8327673.8147, 1279.6475,    0.7430
P6S3T4          , 470365.6815, 8327694.2695, 1280.6913,    0.7210
P6S3TC          , 470376.2062, 8327684.2662, 1280.3743,    0.7640
P6S4T1          , 470386.4647, 8327656.9908, 1278.6011,    0.8250
P6S4T2          , 470385.6831, 8327643.2331, 1277.7898,    0.8220
P6S4T3          , 470374.9006, 8327642.5991, 1277.6662,    0.8400
P6S4T4          , 470373.1774, 8327656.0193, 1278.3755,    0.8600
P6S4TC          , 470378.7341, 8327648.0124, 1277.9261,    0.8200
P6S5T1          , 470350.8009, 8327651.5242, 1278.2449,    0.7880
P6S5T2          , 470352.9941, 8327639.9199, 1277.4705,    0.7640
P6S5T3          , 470332.7443, 8327636.0906, 1276.9195,    0.7760
P6S5T4          , 470334.7161, 8327652.1683, 1277.8940,    0.7960
P6S5T5          , 470344.6114, 8327645.2226, 1277.6923,    0.7560
P6S6T1          , 470319.1030, 8327648.9006, 1277.0701,    0.7500
P6S6T2          , 470321.5593, 8327636.0173, 1276.5300,    0.7690
P6S6T3          , 470303.1710, 8327634.3462, 1275.6948,    0.7450
P6S6TC          , 470310.5161, 8327640.0089, 1276.2878,    0.6990
