PointID,Easting,Northing,GroundLevel,AntennaHeight
P8S7T1          , 486225.2304, 8329656.1270, 1249.4922,    0.6620
P8S7T2          , 486233.3739, 8329641.4306, 1248.6309,    0.6710
P8S7T3          , 486217.2017, 8329636.7931, 1248.3131,    0.6700
P8S7T4          , 486209.8564, 8329646.5206, 1248.6077,    0.6640
P8S7TC          , 486221.5616, 8329647.6520, 1248.9034,    0.6560
P8S8T1          , 486256.2647, 8329660.3784, 1249.6094,    0.6670
P8S8T2          , 486259.3794, 8329644.7239, 1248.2405,    0.6150
P8S8T3          , 486247.2591, 8329643.6068, 1248.4653,    0.6140
P8S8T4          , 486242.9782, 8329653.8402, 1249.2037,    0.6400
P8S8TC          , 486253.3495, 8329653.4244, 1248.9545,    0.5940
P8S9T1          , 486299.8894, 8329664.7505, 1250.4763,    0.6950
P8S9T2          , 486294.1437, 8329652.8934, 1248.9472,    0.6820
P8S9T3          , 486282.4662, 8329656.6098, 1249.3901,    0.6620
P8S9T4          , 486287.3275, 8329666.4081, 1250.5386,    0.6460
P8S9TC          , 486288.9127, 8329661.1888, 1249.8855,    0.6580
