"plot_id","subplot","file","gap_frac","lai","direct_above","diff_above","direct_below","diff_below","method"
"ABG_5","S1","DSC_0816",0.88423096237005,0.251889182494165,38.5978135186677,9.64945337966693,35.0459434942528,4.01384783678041,"hemi"
"ABG_5","S2","DSC_0817",0.174519808475416,1.82882677242844,38.5978135186677,9.64945337966693,7.20078641792627,1.31732313735797,"hemi"
"ABG_5","S3","DSC_0819",0.6576461192417,0.512230157219781,38.5978135186677,9.64945337966693,20.3068913130029,3.13084972048854,"hemi"
"ABG_5","S4","DSC_0821",0.0983273167280521,2.65687929312056,38.5978135186677,9.64945337966693,3.93399527755911,0.793158678250721,"hemi"
"ABG_5","S5","DSC_0822",0.433038868661007,1.05960185736054,38.5978135186677,9.64945337966693,16.9840203375331,1.97288144060921,"hemi"
"ABG_5","S6","DSC_0824",0.493973417839922,0.680432784091201,38.5978135186677,9.64945337966693,14.8741421860114,2.66324081558976,"hemi"
"ABG_5","S7","DSC_0843",0.612318269586806,0.915541109612504,38.5978135186677,9.64945337966693,22.1223775565023,2.38151010266843,"hemi"
"ABG_5","S8","DSC_0844",0.943254045852465,0.10468208272713,38.5978135186677,9.64945337966693,37.8636394908829,4.42951625559022,"hemi"
"ABG_5","S9","DSC_0846",0.380919253228715,1.0257174479285,38.5978135186677,9.64945337966693,15.3313928536097,2.0094820186607,"hemi"
"ABG_6","S1","DSC_0850",0.546183350747834,0.547567323787292,38.5974659360518,9.64936648401294,21.3176906614492,3.17971501381404,"hemi"
"ABG_6","S2","DSC_0851",0.745400304901799,0.392725600787811,38.5974659360518,9.64936648401294,25.1114717923164,3.41528115875776,"hemi"
"ABG_6","S3","DSC_0852",0.941998851878865,0.12891998511946,38.5974659360518,9.64936648401294,35.2649540922703,4.39424277139853,"hemi"
"ABG_6","S4","DSC_0853",0.469782069331259,0.714729704280868,38.5974659360518,9.64936648401294,17.2428943694416,2.61722046711412,"hemi"
"ABG_6","S5","DSC_0854",0.745415228360686,0.348889128687808,38.5974659360518,9.64936648401294,29.0180638679996,3.52995917584915,"hemi"
"ABG_6","S6","DSC_0855",0.985536605939675,0.0323764813965466,38.5974659360518,9.64936648401294,38.5971904450364,4.73251832049655,"hemi"
"ABG_6","S7","DSC_0897",0.661143397323678,0.548196013115152,38.5974659360518,9.64936648401294,22.3334521338444,3.03027043088147,"hemi"
"ABG_6","S8","DSC_0898",0.604182917416834,0.845407789319659,38.5974659360518,9.64936648401294,18.5026749893068,2.38245955791093,"hemi"
"ABG_6","S9","DSC_0899",0.749331159658626,0.536381720919651,38.5974659360518,9.64936648401294,30.3217976380274,3.13389880709605,"hemi"
"ABG_7","S1","DSC_1024",0.154883886302709,1.92670597044665,38.5967605883687,9.64919014709218,5.41055225918164,0.917631090348765,"hemi"
"ABG_7","S2","DSC_1025",0.231698908413545,1.51561594803173,38.5967605883687,9.64919014709218,8.17032158027755,1.35414452049839,"hemi"
"ABG_7","S3","DSC_1026",0.640192497402906,0.785871289453662,38.5967605883687,9.64919014709218,19.7010661992544,2.59047001287657,"hemi"
"ABG_7","S4","DSC_1027",0.194509184166009,1.85407957564334,38.5967605883687,9.64919014709218,6.72416294821973,1.01863572935086,"hemi"
"ABG_7","S5","DSC_1028",0.921629982743457,0.166310164842901,38.5967605883687,9.64919014709218,34.2853565590278,4.26827031168171,"hemi"
"ABG_7","S6","DSC_1029",0.992677271907822,0.0165779364979952,38.5967605883687,9.64919014709218,38.5954233894022,4.7988007845503,"hemi"
"ABG_7","S7","DSC_1030",0.998974084260141,0.00181325688168553,38.5967605883687,9.64919014709218,38.4928157396452,4.85816026737074,"hemi"
"ABG_7","S8","DSC_1031",0.664663135238849,0.533054284516288,38.5967605883687,9.64919014709218,24.3451787352447,3.00843447257351,"hemi"
"ABG_7","S9","DSC_1032",0.672370321678892,0.542864204422581,38.5967605883687,9.64919014709218,32.4743053679251,3.15638652268924,"hemi"
"ABG_8","S1","DSC_1160",0.995139685951456,0.00847925551380912,38.6027589242391,9.65068973105977,38.5920326209632,4.82200646080647,"hemi"
"ABG_8","S2","DSC_1161",0.902222211338052,0.219243504981821,38.6027589242391,9.65068973105977,36.5855754715995,4.09673275577591,"hemi"
"ABG_8","S3","DSC_1162",0.702032736377043,0.573417991149563,38.6027589242391,9.65068973105977,31.7127707565317,3.04326591369844,"hemi"
"ABG_8","S4","DSC_1163",0.784399824797165,0.530020750515327,38.6027589242391,9.65068973105977,32.9049853299068,3.31082803952975,"hemi"
"ABG_8","S5","DSC_1164",0.774330372489313,0.36073924087458,38.6027589242391,9.65068973105977,24.9991872926422,3.5516058778191,"hemi"
"ABG_8","S6","DSC_1165",0.729837005216588,0.549450571032881,38.6027589242391,9.65068973105977,20.8981743326131,3.09406933393442,"hemi"
"ABG_8","S7","DSC_1185",0.873630224018389,0.296415461911293,38.6027589242391,9.65068973105977,37.5785413801312,3.89920254252232,"hemi"
"ABG_8","S8","DSC_1186",0.840023232808198,0.314405767176526,38.6027589242391,9.65068973105977,33.2505857518264,3.72331034073333,"hemi"
"ABG_8","S9","DSC_1187",0.916082112507543,0.177936586465063,38.6027589242391,9.65068973105977,33.7087059157777,4.2117621820127,"hemi"
"ABG_1","S1","DSC_1238",0.782670131565896,0.587632480634562,38.6448564756762,9.66121411891906,29.8722132259076,3.23943524789653,"hemi"
"ABG_1","S2","DSC_1239",0.742549496699086,0.608741916059333,38.6448564756762,9.66121411891906,29.5323572266497,3.12557390986535,"hemi"
