plot_id,subplot,direction,dpm,sampled,date,dry_mass
ABG_12,S5,S,11,FALSE,18/03/2019,NA
ABG_12,S5,W,11,FALSE,18/03/2019,NA
ABG_12,S6,N,6,FALSE,18/03/2019,NA
ABG_12,S6,E,4,TRUE,18/03/2019,10.45
ABG_12,S6,S,11,FALSE,18/03/2019,NA
ABG_12,S6,W,8,FALSE,18/03/2019,NA
ABG_12,S7,N,17,FALSE,18/03/2019,NA
ABG_12,S7,E,14,FALSE,18/03/2019,NA
ABG_12,S7,S,2,TRUE,18/03/2019,2.48
ABG_12,S7,W,7,FALSE,18/03/2019,NA
ABG_12,S8,N,9,FALSE,18/03/2019,NA
ABG_12,S8,E,10,FALSE,18/03/2019,NA
ABG_12,S8,S,7,FALSE,18/03/2019,NA
ABG_12,S8,W,9,FALSE,18/03/2019,NA
ABG_12,S9,N,8,FALSE,18/03/2019,NA
ABG_12,S9,E,8,FALSE,18/03/2019,NA
ABG_12,S9,S,12,TRUE,18/03/2019,29.34
ABG_12,S9,W,8,TRUE,18/03/2019,11.46
ABG_13,S1,N,14,FALSE,19/03/2019,NA
ABG_13,S1,E,25,FALSE,19/03/2019,NA
ABG_13,S1,S,45,FALSE,19/03/2019,NA
ABG_13,S1,W,9,FALSE,19/03/2019,NA
ABG_13,S2,N,5,FALSE,19/03/2019,NA
ABG_13,S2,E,25,FALSE,19/03/2019,NA
ABG_13,S2,S,54,FALSE,19/03/2019,NA
ABG_13,S2,W,4,FALSE,19/03/2019,NA
ABG_13,S3,N,14,FALSE,19/03/2019,NA
ABG_13,S3,E,9,FALSE,19/03/2019,NA
ABG_13,S3,S,13,FALSE,19/03/2019,NA
ABG_13,S3,W,23,TRUE,19/03/2019,31.03
ABG_13,S4,N,9,FALSE,19/03/2019,NA
ABG_13,S4,E,24,FALSE,19/03/2019,NA
ABG_13,S4,S,8,FALSE,19/03/2019,NA
ABG_13,S4,W,15,FALSE,19/03/2019,NA
ABG_13,S5,N,15,TRUE,19/03/2019,46.92
ABG_13,S5,E,9,FALSE,19/03/2019,NA
ABG_13,S5,S,8,FALSE,19/03/2019,NA
ABG_13,S5,W,12,TRUE,19/03/2019,36.66
ABG_13,S6,N,7,FALSE,19/03/2019,NA
