"plot_id","subplot","stem_tag_id","tree_tag_id","distance","direction","diam","x_dim","y_dim","height","species"
"ABG_1","S2",NA,NA,1.4,120,5.2,2.4,1,NA,"Erythrophleum africanum"
"ABG_1","S2","1_75","1_75",2.9,220,8.1,3.3,3.6,4,"Erythrophleum africanum"
"ABG_1","S2","1_76","1_76",4.8,140,37.5,10.2,10.4,12.5,"Burkea africana"
"ABG_1","S2","1_78","1_78",7,80,28.2,13,16.5,10,"Diplorhynchus condylocarpon"
"ABG_1","S2","1_81","1_81",7,80,33,13,16.5,10,"Diplorhynchus condylocarpon"
"ABG_1","S2","1_80","1_80",7,80,24.7,13,16.5,10,"Diplorhynchus condylocarpon"
"ABG_1","S2","1_79","1_79",7,80,34,13,16.5,10,"Diplorhynchus condylocarpon"
"ABG_1","S3","1_104","1_104",5,80,9.2,3,3.3,4.6,"Erythrophleum africanum"
"ABG_1","S3","1_103","1_103",3.7,300,4,3.3,4.2,NA,"Combretum collinum"
"ABG_1","S3","1_102","1_102",7.8,240,32.4,10.3,11.3,13.8,"Julbernardia paniculata"
"ABG_1","S3","1_101","1_101",1.8,300,6.4,2.3,1,NA,"Strychnos pungens"
"ABG_1","S3","1_99","1_99",1.3,340,16.9,4.1,4.4,6.2,"Strychnos cocculoides"
"ABG_1","S3","1_110","1_110",1.8,40,6.1,2,1,9.6,"Erythrophleum africanum"
"ABG_1","S4","1_358","1_358",2.8,60,29,5.7,6.2,10.8,"Julbernardia paniculata"
"ABG_1","S4","1_359","1_359",5.8,100,37,9.5,9.5,19.6,"Julbernardia paniculata"
"ABG_1","S4","1_360","1_360",4.4,160,8.7,4.4,3.3,6,"Julbernardia paniculata"
"ABG_1","S4","1_361","1_361",5,220,12.4,3.7,4,8.4,"Pericopsis angolensis"
"ABG_1","S5","1_325","1_325",1.7,220,6,3.2,4,5,"Bobgunnia madagascariensis"
"ABG_1","S5","1_326","1_325",1.7,220,7.2,3.2,4,5,"Bobgunnia madagascariensis"
"ABG_1","S5","1_327","1_325",1.7,20,6.9,3.2,4,5,"Bobgunnia madagascariensis"
"ABG_1","S5","1_324","1_324",5.3,240,9.8,2.9,5.5,10.6,"Julbernardia paniculata"
"ABG_1","S5","1_329","1_329",4.8,140,11.2,2.4,3.8,6,"Burkea africana"
"ABG_1","S5","1_330","1_330",8.2,140,18.7,5.4,5.2,6.2,"Pseudolachnostylis maprouneifolia"
"ABG_1","S5","1_328","1_328",3.5,220,14.4,5.4,4.2,13.4,"Erythrophleum africanum"
"ABG_1","S5",NA,NA,5,200,8.5,8,3.2,NA,"Erythrophleum africanum"
"ABG_1","S5","1_318","1_318",7,320,6,4,2,2.6,"Bobgunnia madagascariensis"
"ABG_1","S5",NA,NA,3.4,220,5.3,2,1.8,NA,"Burkea africana"
"ABG_1","S5","1_307","1_307",6.3,340,13,7.6,4.1,6.4,"Strychnos pungens"
"ABG_1","S5","1_308","1_307",6.3,320,12.3,7.6,4.1,6.5,"Strychnos pungens"
"ABG_1","S5","1_319","1_319",5.2,340,5.5,3.6,4,4.4,"Combretum collinum"
"ABG_1","S5","1_303","1_303",9.9,340,25.8,10.9,9,8.6,"Diplorhynchus condylocarpon"
"ABG_1","S5","1_304","1_304",9.9,340,15.8,10.9,9,8.6,"Diplorhynchus condylocarpon"
"ABG_1","S5","1_305","1_305",9.9,340,9.9,10.9,9,8.6,"Diplorhynchus condylocarpon"
"ABG_1","S5","1_306","1_306",9.9,340,8.8,10.9,9,9.3,"Diplorhynchus condylocarpon"
"ABG_1","S5","1_300","1_300",9.9,340,34.2,10.9,9,9.3,"Diplorhynchus condylocarpon"
"ABG_1","S5","1_301","1_301",9.9,340,10.7,10.9,9,9.3,"Diplorhynchus condylocarpon"
"ABG_1","S6","1_278","1_278",3.5,100,11,3,4.5,6.6,"Burkea africana"
"ABG_1","S6","1_283","1_283",5.7,80,10.5,4.9,3.9,6.6,"Burkea africana"
"ABG_1","S6","1_284","1_283",5.7,120,7,4.9,3.9,6.6,"Burkea africana"
"ABG_1","S6","1_281","1_281",5.2,140,11.3,3.8,3.7,8.2,"Erythrophleum africanum"
"ABG_1","S6","1_282","1_281",5.2,140,10.2,3.8,3.7,8.2,"Erythrophleum africanum"
"ABG_1","S6","1_280","1_280",4.1,140,8.6,2.9,3,6.2,"Pericopsis angolensis"
"ABG_1","S6","1_279","1_279",2.3,140,8,2.5,2.5,2.4,"Bobgunnia madagascariensis"
"ABG_1","S6","1_279","1_279",2.3,140,8,2.5,2.5,2.4,"Bobgunnia madagascariensis"
"ABG_1","S6","1_266","1_266",4.8,100,9.5,3.3,3,6.4,"Terminalia brachystemma"
"ABG_1","S6","1_268","1_268",2.3,360,5.8,1,1.2,NA,"Combretum collinum"
"ABG_1","S6","1_269","1_269",1.9,300,6.5,3.7,4.2,2.8,"Strychnos pungens"
"ABG_1","S6","1_276","1_276",2.6,300,5.9,4.2,3.3,4.6,"Pseudolachnostylis maprouneifolia"
"ABG_1","S6","1_248","1_248",6.1,340,6.2,3,1,NA,"Combretum collinum"
"ABG_1","S6","1_273","1_272",4.3,40,11.5,4.8,5.6,2.8,"Diplorhynchus condylocarpon"
"ABG_1","S6","1_272","1_272",4.3,40,22.1,4.8,5.6,2.8,"Diplorhynchus condylocarpon"
"ABG_1","S6",NA,NA,4.6,40,6.8,4.8,5.6,NA,"Diplorhynchus condylocarpon"
"ABG_1","S7","1_375","1_375",2.8,120,7.8,1.5,2.1,4.4,"Diplorhynchus condylocarpon"
"ABG_1","S7","1_376","1_376",3.8,120,10.5,2.4,2.6,6.4,"Erythrophleum africanum"
"ABG_1","S7","1_373","1_373",5.8,280,17.2,6.8,5.4,8.6,"Pericopsis angolensis"
"ABG_1","S8","1_470","1_469",5.9,60,9.5,4,4.2,4.8,"Pseudolachnostylis maprouneifolia"
"ABG_1","S8","1_469","1_469",5.9,60,10.8,4,4.2,4.8,"Pseudolachnostylis maprouneifolia"
"ABG_1","S8","1_471","1_471",5.2,80,6.3,2.1,2.6,5.4,"Combretum collinum"
"ABG_1","S8","1_482","1_482",6.3,120,36.5,10.5,9.3,13,"Julbernardia paniculata"
"ABG_1","S8","1_472","1_472",7.4,160,5.8,1.5,4,NA,"Dombeya rotundifolia"
"ABG_1","S8","1_483","1_483",2.9,280,5,2.2,2.1,8,"Diplorhynchus condylocarpon"
"ABG_1","S8","1_484","1_484",3.5,300,7.8,1.7,2,8,"Oldfieldia dactylophylla"
"ABG_1","S8","1_485","1_485",3.8,320,42.4,11.9,10,17.8,"Julbernardia paniculata"
"ABG_1","S8","1_448","1_448",5.9,340,6.5,5.2,3,NA,"Strychnos spinosa"
"ABG_1","S8","1_486","1_486",5.9,340,10.1,5.2,3,9.2,"Strychnos spinosa"
"ABG_1","S8","1_486","1_486",5.9,340,10.1,5.2,3,9.2,"Strychnos spinosa"
"ABG_1","S9","1_443","1_443",3.9,340,5.6,2.2,2.7,3.2,"Gardenia volkensii"
"ABG_1","S9","1_442","1_441",3.6,280,5,4.6,3.6,4.2,"Strychnos spinosa"
"ABG_1","S9","1_441","1_441",4.4,280,5.1,4.6,3.6,4.2,"Strychnos spinosa"
"ABG_1","S9","1_439","1_439",2.4,280,5.4,4.6,3.8,4.2,"Strychnos spinosa"
"ABG_1","S9","1_440","1_440",3,280,5.4,4.6,3.6,4.2,"Strychnos spinosa"
"ABG_1","S9","1_438","1_438",4.7,240,10.9,2.5,3.3,4.6,"Strychnos cocculoides"
"ABG_1","S9","1_437","1_437",3.5,280,6.7,1.9,2.1,5.2,"Pericopsis angolensis"
"ABG_1","S9","1_435","1_435",2.9,200,7.9,3.3,3,NA,"Pseudolachnostylis maprouneifolia"
"ABG_1","S9","1_436","1_435",2.4,200,8.3,3.3,3,4,"Pseudolachnostylis maprouneifolia"
"ABG_1","S9","1_434","1_434",5.7,200,17.1,4.3,5,4,"Julbernardia paniculata"
"ABG_1","S9","1_404","1_404",6.7,100,27.1,6,5.4,3.8,"Diplorhynchus condylocarpon"
"ABG_1","S9","1_408","1_404",7.2,100,17,1.6,2.3,3.8,"Diplorhynchus condylocarpon"
"ABG_2","S1","2_13","2_13",3.6,50,30.6,7.2,6.3,13,"Burkea africana"
"ABG_2","S1","2_12","2_12",7.6,62,30.8,7.2,6.8,14.4,"Burkea africana"
"ABG_2","S1","2_20","2_20",2.2,212,21.4,6.7,7,14,"Burkea africana"
"ABG_2","S1","2_19","2_19",2.7,260,5.5,2.5,2,4,"Combretum collinum"
"ABG_2","S1","2_15","2_15",4.6,322,25.9,6.4,6.7,12,"Burkea africana"
"ABG_2","S1","2_16","2_16",6,340,8.9,3.6,3.1,4,"Combretum zeyheri"
"ABG_2","S1","2_14","2_14",2.4,21,5.1,2,1.9,2.8,"Combretum collinum"
"ABG_2","S2","2_83","2_83",5,50,12.9,2.5,2.7,3,"Julbernardia paniculata"
"ABG_2","S2","2_82","2_82",5,42,10,2.2,2.8,4,"Julbernardia paniculata"
"ABG_2","S2","2_52","2_52",5.5,104,8.6,1.3,1.7,2.2,"Julbernardia paniculata"
"ABG_2","S2","2_54","2_54",5.5,130,12,3.5,2.8,7,"Julbernardia paniculata"
"ABG_2","S2","2_56","2_56",6,122,16.2,3.4,4.4,7,"Julbernardia paniculata"
"ABG_2","S2","2_57","2_57",5.3,195,6.7,1.5,1.6,3.8,"Terminalia brachystemma"
"ABG_2","S2","2_43","2_43",3.4,362,38.4,6.2,9.5,15,"Burkea africana"
"ABG_2","S2","2_44","2_44",4.5,322,5.1,3.5,2.1,4.2,"Combretum collinum"
"ABG_2","S2","2_40","2_40",7.3,322,28.9,15.3,12.9,14.4,"Julbernardia paniculata"
"ABG_2","S2","2_39","2_39",7.3,322,26.8,12.9,12.9,14.4,"Julbernardia paniculata"
"ABG_2","S3","2_78","2_78",4.9,82,5.5,1.4,1.7,2.5,"Combretum collinum"
"ABG_2","S3","2_77","2_77",4.9,108,5.1,1.3,1.6,2.1,"Combretum collinum"
"ABG_2","S3","2_73","2_73",2.4,333,5.5,1.2,2.7,3.4,"Combretum collinum"
"ABG_2","S3","2_72","2_72",5.5,304,7.9,2.7,2.4,6.6,"Terminalia brachystemma"
"ABG_2","S3","2_76","2_76",4.1,10,5,1.9,1.7,2.3,"Combretum collinum"
"ABG_2","S3","2_74","2_74",5.1,16,13.1,4.6,3.8,8,"Lonchocarpus nelsii"
"ABG_2","S3","2_75","2_74",5.1,16,11,4.6,3.8,8,"Lonchocarpus nelsii"
"ABG_2","S4","2_165","2_165",4,132,5,2,2.2,2.9,"Combretum collinum"
"ABG_2","S4","2_164","2_164",3.6,114,5.5,2.3,2.3,2.8,"Combretum collinum"
"ABG_2","S4","2_162","2_162",6.7,122,40.5,8.9,9.3,16.4,"Burkea africana"
"ABG_2","S4","2_168","2_168",1.6,210,13.5,3,3.2,8.8,"Lonchocarpus nelsii"
"ABG_2","S4","2_169","2_168",1.6,210,8.1,3,3.2,6.8,"Lonchocarpus nelsii"
"ABG_2","S4","2_170","2_170",4.2,210,8.8,2.6,2.8,5.2,"Combretum collinum"
"ABG_2","S4","2_156","2_156",6.4,18,8.9,2.5,2.5,5,"Terminalia brachystemma"
"ABG_2","S5","2_147","2_147",7,52,44.9,12.9,13,16,"Burkea africana"
"ABG_2","S5","2_148","2_148",5.9,60,5.2,2.9,1.1,2.7,"Combretum collinum"
"ABG_2","S5","2_208","2_208",9.4,212,35.7,8.4,8.4,14.2,"Burkea africana"
"ABG_2","S5","2_173","2_173",9.1,352,43.7,7.6,13.2,11.6,"Lonchocarpus nelsii"
"ABG_2","S6","2_135","2_135",6,92,7.4,2.4,1.7,4,"Combretum collinum"
"ABG_2","S7","2_294","2_294",4.9,90,5.5,2.2,1.5,3.6,"Combretum collinum"
"ABG_2","S7","2_177","2_177",3.3,394,6.7,3.6,3.3,1.8,"Julbernardia paniculata"
"ABG_2","S7","2_178","2_178",3.3,394,12.5,3.6,3.3,7.2,"Julbernardia paniculata"
"ABG_2","S8","2_276","2_276",3.8,302,6.9,1.9,1.5,3.2,"Julbernardia paniculata"
"ABG_2","S8","2_273","2_273",6,340,11.6,4,3,8.5,"Julbernardia paniculata"
"ABG_2","S8","2_224","2_224",6,340,8,4,3,4.2,"Terminalia brachystemma"
"ABG_2","S8","2_271","2_271",7.1,320,8.8,3.7,2,8.8,"Julbernardia paniculata"
"ABG_2","S8","2_270","2_270",6.5,319,5.4,2,3.2,2.8,"Combretum collinum"
"ABG_2","S9","2_325","2_325",4.5,318,16.4,5.2,5.9,6.8,"Lonchocarpus nelsii"
"ABG_2","S9","2_345","2_345",3.3,118,5.8,2,2.2,3.2,"Combretum collinum"
"ABG_3","S1","3_636","3_636",4,280,21.8,5,5.2,11.6,"Julbernardia paniculata"
"ABG_3","S1","3_635","3_635",5.4,310,19.9,1.1,5.9,8,"Julbernardia paniculata"
"ABG_3","S1","3_637","3_637",4.5,262,6.4,1.4,2.1,4.8,"Diplorhynchus condylocarpon"
"ABG_3","S2","3_608","3_608",1.8,64,6.8,0.9,0.6,5,"Julbernardia paniculata"
"ABG_3","S2","3_606","3_606",2.8,124,16,3.9,3.4,7.8,"Julbernardia paniculata"
"ABG_3","S2","3_607","3_607",2.4,126,14.7,3.2,3.6,7,"Julbernardia paniculata"
"ABG_3","S2","3_617","3_617",2.7,238,6,1,1,7.8,"Julbernardia paniculata"
"ABG_3","S2","3_609","3_609",5.4,32,20.8,4.2,5.1,9.2,"Julbernardia paniculata"
"ABG_3","S2","3_572","3_571",4.8,322,14.7,3.6,4.6,13.6,"Julbernardia paniculata"
"ABG_3","S3","3_573","3_571",4.8,322,12.3,3.2,6,13.6,"Julbernardia paniculata"
"ABG_3","S3","3_571","3_571",4.8,322,14,3.2,6,13.6,"Julbernardia paniculata"
"ABG_3","S3","3_570","3_570",5.1,350,18.9,1.4,0.5,10,"Julbernardia paniculata"
"ABG_3","S3","3_569","3_569",5.1,350,18.3,7,0.5,10,"Julbernardia paniculata"
"ABG_3","S3","3_554","3_552",7,238,12,4.2,4,8,"Julbernardia paniculata"
"ABG_3","S3","3_553","3_552",7,238,8,4.2,4,9.4,"Julbernardia paniculata"
"ABG_3","S3","3_552","3_552",7,238,11.7,4.2,4,9,"Julbernardia paniculata"
"ABG_3","S3","3_551","3_551",3.2,122,6.4,0.4,5,9,"Julbernardia paniculata"
"ABG_3","S4","3_298","3_298",4.2,30,14.9,3.4,3.5,9.2,"Julbernardia paniculata"
"ABG_3","S4","3_289","3_289",3.7,62,9,2,2.6,4.6,"Burkea africana"
"ABG_3","S4","3_290","3_290",3.7,62,6,2,2.6,3,"Burkea africana"
"ABG_3","S4","3_287","3_287",3.4,100,10.6,2.4,2.2,7.2,"Burkea africana"
"ABG_3","S4","3_267","3_267",5.7,122,12,1.4,1.2,9,"Julbernardia paniculata"
"ABG_3","S4","3_266","3_266",6,130,12.5,1.4,3.5,9.8,"Julbernardia paniculata"
"ABG_3","S4","3_286","3_286",2.9,216,8.3,2.1,3.5,6.6,"Julbernardia paniculata"
"ABG_3","S4","3_285","3_285",5.6,240,16.1,3.8,1.4,11,"Julbernardia paniculata"
"ABG_3","S4","3_302","3_302",5.5,275,11.2,1.5,3.4,11.4,"Julbernardia paniculata"
"ABG_3","S4","3_299","3_299",3.5,292,12.6,2.1,2.2,12.4,"Julbernardia paniculata"
"ABG_3","S4","3_301","3_301",4.4,300,14.6,3.6,4.9,12.2,"Julbernardia paniculata"
"ABG_3","S4","3_360","3_360",4.1,302,8.9,2.7,2,6.8,"Julbernardia paniculata"
"ABG_3","S5","3_362","3_362",5,40,6,NA,NA,4.4,"Julbernardia paniculata"
"ABG_3","S5","3_361","3_361",5.5,42,10.8,1.7,2.4,6.8,"Julbernardia paniculata"
"ABG_3","S5","3_363","3_363",2.3,125,11.1,2,1.9,6,"Julbernardia paniculata"
"ABG_3","S5","3_364","3_364",3.9,160,9.2,1.5,1.5,7.4,"Julbernardia paniculata"
"ABG_3","S6","3_385","3_385",4.4,310,5.4,1.2,1.1,5.2,"Julbernardia paniculata"
"ABG_3","S6","3_383","3_383",5,322,6.8,1.2,1.1,5.4,"Julbernardia paniculata"
"ABG_3","S6","3_376","3_375",6.3,350,13.2,3.9,1.4,9,"Julbernardia paniculata"
"ABG_3","S6","3_375","3_375",6.3,350,13,3.9,1.4,9.2,"Julbernardia paniculata"
"ABG_3","S7","3_132","3_132",1.2,160,9.3,1.6,2.2,6,"Julbernardia paniculata"
"ABG_3","S7","3_129","3_129",3.8,208,6,3,3,3.6,"Julbernardia paniculata"
"ABG_3","S7","3_130","3_130",2.9,242,6.9,1.3,1.3,5.4,"Julbernardia paniculata"
"ABG_3","S7","3_131","3_131",1.3,160,6,1.7,2.2,4.8,"Julbernardia paniculata"
"ABG_3","S7","3_149","3_149",3.9,272,7.9,2.2,2.3,7.8,"Julbernardia paniculata"
"ABG_3","S7","3_150","3_149",3.9,272,5.4,2.2,2.3,7,"Julbernardia paniculata"
"ABG_3","S7","3_148","3_148",4.8,319,15,3.3,3,3.8,"Julbernardia paniculata"
"ABG_3","S7","3_147","3_147",4.8,319,11.8,3.3,3,3,"Julbernardia paniculata"
"ABG_3","S7","3_133","3_133",1.8,318,7.8,1.2,1.4,5.6,"Julbernardia paniculata"
"ABG_3","S8","3_58","3_58",3.6,30,15.4,4,4.9,13,"Julbernardia paniculata"
"ABG_3","S8","3_56","3_56",4.3,70,16,4.1,4,8.6,"Julbernardia paniculata"
"ABG_3","S8","3_50","3_50",3.8,124,20.2,6.2,6.2,12.8,"Julbernardia paniculata"
"ABG_3","S8","3_48","3_48",5.7,160,14.5,4.1,6.5,10.8,"Julbernardia paniculata"
"ABG_3","S8","3_57","3_57",2.6,170,14.2,5.8,3.6,12.4,"Julbernardia paniculata"
"ABG_3","S8","3_63","3_63",4.3,182,17.8,4.5,4.2,9.6,"Burkea africana"
"ABG_3","S8","3_60","3_60",2.8,280,15.2,1.6,1.6,4.2,"Lonchocarpus nelsii"
"ABG_3","S8","3_61","3_61",2.2,240,13.3,4.5,2.8,8.2,"Lonchocarpus nelsii"
"ABG_3","S8","3_62","3_62",2.5,240,17.5,3.3,4.3,8.4,"Burkea africana"
"ABG_3","S9","3_16","3_16",4.9,32,14,2.7,2.7,6.6,"Pseudolachnostylis maprouneifolia"
"ABG_3","S9","3_13","3_13",4.3,110,6.9,0.9,0.8,6,"Burkea africana"
"ABG_4","S1","4_16","4_16",0.6,20,7.9,0.7,0.7,3.6,"Baphia massaiensis"
"ABG_4","S1","4_14","4_14",2.3,216,6.5,2,2,5.2,NA
"ABG_4","S1","4_10","4_10",4.3,200,6.8,1.9,1.9,5,"Baphia bequaerti"
"ABG_4","S1","4_12","4_12",4.2,200,6.2,2,1.2,3.8,"Baphia bequaerti"
"ABG_4","S1","4_11","4_11",5,200,6.1,1.4,1.3,4.8,"Baphia bequaerti"
"ABG_4","S1","4_8","4_8",4.8,220,6.8,1.6,1.9,4.8,"Baphia bequaerti"
"ABG_4","S1","4_9","4_9",4.3,219,5.5,1.3,1.1,3,"Baphia bequaerti"
"ABG_4","S1","4_15","4_15",2.7,300,8.6,1.5,1.2,5,NA
"ABG_4","S1","4_13","4_13",4.2,16,8,4.2,1.3,3.8,NA
"ABG_4","S6","4_94","4_93",3.8,123,6.7,2.2,1.6,4.6,"Baphia bequaerti"
"ABG_4","S6","4_93","4_93",4,123,6.3,2.2,1.6,4.6,"Baphia bequaerti"
"ABG_4","S6","4_102","4_102",6.2,189,15,4,3.5,8.2,"Brachystegia glaucescens"
"ABG_4","S6","4_105","4_105",5.6,45,5.9,1.6,1.7,4,"Combretum collinum"
"ABG_4","S6","4_103","4_103",3.4,64,6.4,2,2,4.2,"Combretum collinum"
"ABG_4","S6","4_104","4_104",3.4,64,5.3,2,2,4.2,"Combretum collinum"
"ABG_4","S6","4_200","4_200",5,125,5.3,2.2,2.1,3.8,"Baphia bequaerti"
"ABG_4","S6","4_125","4_125",2.6,130,8,1.1,1.1,4,"Baphia bequaerti"
"ABG_4","S6","4_124","4_124",2.6,140,11,0.9,0.8,4,"Baphia bequaerti"
"ABG_4","S6","4_123","4_123",3,191,7.5,1,0.4,4.6,"Combretum collinum"
"ABG_4","S6","4_475","4_475",3,260,11.2,1.5,1.3,6,"Baphia bequaerti"
"ABG_4","S6","4_469","4_469",7.6,64,10.4,8.4,7.8,11.8,"Burkea africana"
"ABG_4","S6","4_476","4_476",4.6,18,18.8,2.6,2,11.8,"Burkea africana"
"ABG_4","S6","4_478","4_478",4,327,5.9,0.3,0.3,5,"Combretum psidioides"
"ABG_4","S7","4_443","4_443",2,240,6.2,1,1,4,"Burkea africana"
"ABG_4","S7","4_442","4_442",3.7,100,6.5,1.1,1.2,4.2,"Burkea africana"
"ABG_4","S7","4_416","4_416",5.2,180,9.7,1.7,1.6,4.4,"Combretum apiculatum"
"ABG_4","S7","4_445","4_445",4,200,6.7,1.8,1.7,4.6,"Burkea africana"
"ABG_4","S7","4_444","4_444",4,200,6.5,1.5,1.4,4.4,"Burkea africana"
"ABG_4","S2","4_371","4_371",2.8,195,8.1,1.6,1.9,6.8,"Combretum apiculatum"
"ABG_4","S2","4_368","4_368",4.4,210,7.3,2,2,3.8,"Combretum apiculatum"
"ABG_4","S2","4_372","4_372",2.1,132,11.4,2.1,1.6,7.8,"Burkea africana"
"ABG_4","S2","4_364","4_364",6.7,110,10.7,2.6,2.1,7,"Burkea africana"
"ABG_4","S2","4_381","4_381",4.8,163,5,1,1,4,"Brachystegia glaucescens"
"ABG_4","S2","4_392","4_392",5.3,140,9.2,2.8,2.6,8,"Brachystegia glaucescens"
"ABG_4","S2","4_393","4_392",5.3,140,9.2,2.8,2.6,8,"Brachystegia glaucescens"
"ABG_4","S2","4_370","4_370",3.5,143,6.8,1.1,1.1,4,"Baphia massaiensis"
"ABG_4","S5","4_563","4_563",3.2,80,6.8,1.2,1.7,3.8,"Burkea africana"
"ABG_4","S5","4_566","4_565",4,152,5.5,2.1,1.7,4.4,"Baphia massaiensis"
"ABG_4","S5","4_565","4_565",3.6,140,13.2,1.7,2.3,4.4,"Baphia massaiensis"
"ABG_4","S5","4_567","4_567",4.7,142,8.2,2.1,2.1,4.4,"Baphia massaiensis"
"ABG_4","S5","4_568","4_568",6.2,140,28.9,4.6,4.7,8.8,"Lonchocarpus nelsii"
"ABG_4","S5","4_564","4_564",3.8,189,6.3,1.4,1.4,3.6,"Burkea africana"
"ABG_4","S8","4_594","4_594",2.8,100,6.2,1,1,3,"Burkea africana"
"ABG_4","S8","4_596","4_596",6.2,350,37.2,6.3,6.5,12.4,"Baikiaea plurijuga"
"ABG_4","S8","4_597","4_597",5.7,5,7.3,1.5,1.6,4.2,"Baphia massaiensis"
"ABG_4","S8","4_598","4_597",5.7,5,5.2,1.5,1.6,4.2,"Baphia massaiensis"
"ABG_9","S1","9_11","9_9",4.2,11,49.2,1.2,8.7,16.6,"Baikiaea plurijuga"
"ABG_9","S1","9_10","9_9",4.6,8,26.1,7.7,7.6,9.2,"Baikiaea plurijuga"
"ABG_9","S1","9_9","9_9",5,8,48,8.7,10.6,9.6,"Baikiaea plurijuga"
"ABG_9","S1","9_8","9_8",5.2,28,20.9,3.8,5.1,7,"Baikiaea plurijuga"
"ABG_9","S6","9_27","9_27",4,270,37.2,7.3,7.8,10.6,"Baikiaea plurijuga"
"ABG_9","S6","9_26","9_26",9.1,150,41,9.5,8.4,10,"Baikiaea plurijuga"
"ABG_9","S7","9_38","9_38",1,330,23.8,4,2.8,10.6,"Baikiaea plurijuga"
"ABG_9","S7","9_39","9_38",0.9,309,29.2,4,6.5,10.6,"Baikiaea plurijuga"
"ABG_9","S7","9_40","9_40",6.8,300,25.6,4.5,7.5,8.8,"Julbernardia paniculata"
"ABG_9","S7","9_41","9_41",6.7,270,35.5,8,5.2,12.8,"Baikiaea plurijuga"
"ABG_9","S7","9_36","9_36",1.2,353,7.9,1.4,1.1,5.4,"Baphia massaiensis"
"ABG_9","S7","9_37","9_36",1.2,353,7.1,1.2,0.7,5.4,"Baphia massaiensis"
"ABG_9","S8","9_170","9_170",4.1,80,27,4.8,6,10.2,"Baikiaea plurijuga"
"ABG_9","S8","9_171","9_170",3.7,70,28,4.2,6.3,10.2,"Baikiaea plurijuga"
"ABG_9","S5","9_150","9_149",3.1,280,32,5.5,4.2,12.4,"Baikiaea plurijuga"
"ABG_9","S5","9_149","9_149",3,282,38.4,8,5.5,12.3,"Baikiaea plurijuga"
"ABG_9","S5","9_148","9_148",1.8,53,5.6,2,1.8,2,"Baphia massaiensis"
"ABG_9","S5","9_142","9_141",9,20,30,7.1,7.9,10.3,"Baikiaea plurijuga"
"ABG_9","S3","9_236","9_236",3.6,170,34,4,6.8,8.8,"Baikiaea plurijuga"
"ABG_9","S3","9_235","9_235",4.9,240,23.2,2.7,1.8,11.4,"Baikiaea plurijuga"
"ABG_9","S3","9_228","9_228",8.5,360,27,7.3,5,13.6,"Baikiaea plurijuga"
"ABG_9","S3","9_229","9_228",8.2,360,10.3,1.8,0.9,12,"Baikiaea plurijuga"
"ABG_9","S3","9_227","9_227",3,20,49.4,9.1,8.2,14,"Baikiaea plurijuga"
"ABG_9","S3","9_226","9_226",4.3,62,49.3,11.3,11.6,13.4,"Baikiaea plurijuga"
"ABG_9","S4","9_246","9_246",5.4,52,6.1,6,6,3.2,"Baphia massaiensis"
"ABG_9","S4","9_261","9_261",5,182,52.4,5.5,5.5,14,"Baikiaea plurijuga"
"ABG_9","S4","9_261","9_261",5,182,52.4,5.5,5.5,14,"Baikiaea plurijuga"
"ABG_9","S9","9_261","9_261",4.3,62,52.4,10.8,9.6,14,"Baikiaea plurijuga"
"ABG_9","S9","9_261","9_261",4.3,62,52.4,10.8,9.6,14,"Baikiaea plurijuga"
"ABG_9","S9","9_263","9_263",1.5,352,26,5.3,5.4,10,"Baikiaea plurijuga"
"ABG_10","S1","10_29","10_29",5,142,17.9,4.4,5.6,8.2,"Julbernardia paniculata"
"ABG_10","S1","10_9","10_6",4,71,11.8,3,3.5,3.4,"Pericopsis angolensis"
"ABG_10","S1","10_8","10_6",3.8,71,8.4,3,3.5,3.6,"Pericopsis angolensis"
"ABG_10","S1","10_7","10_6",3.8,71,6,3,3.5,2,"Pericopsis angolensis"
"ABG_10","S1","10_10","10_6",4.5,70,11.9,3,3.5,3.4,"Pericopsis angolensis"
"ABG_10","S1","10_13","10_13",3.1,12,7.9,1.4,1.5,4.2,"Burkea africana"
"ABG_10","S1","10_45","10_45",3,260,5,0.8,0.9,3.6,"Julbernardia paniculata"
"ABG_10","S2","10_69","10_69",0.9,70,8.1,1.5,1.7,2.6,"Combretum collinum"
"ABG_10","S2","10_64","10_64",6.6,90,16.1,6.2,5.8,10,"Julbernardia paniculata"
"ABG_10","S2","10_65","10_64",7,83,15.3,5.2,7.5,10,"Julbernardia paniculata"
"ABG_10","S2","10_72","10_70",3.1,300,19,6.6,9.7,12.6,"Julbernardia paniculata"
"ABG_10","S2","10_71","10_70",3.1,310,19.5,7.3,6.9,12.4,"Julbernardia paniculata"
"ABG_10","S2","10_70","10_70",3.8,320,22.9,5.5,5.7,12.4,"Julbernardia paniculata"
"ABG_10","S3","10_93","10_93",3,270,44.4,7.9,8,19.8,"Burkea africana"
"ABG_10","S3","10_97","10_97",5.3,240,5.6,0.5,0.5,1.8,"Pterocarpus angolensis"
"ABG_10","S3","10_100","10_97",5.6,252,19,5.8,7.7,10.4,"Pterocarpus angolensis"
"ABG_10","S3","10_99","10_97",5.6,252,12.1,5.8,3.8,10.2,"Pterocarpus angolensis"
"ABG_10","S3","10_98","10_98",6.2,280,18.1,3.7,1.2,10.2,"Pterocarpus angolensis"
"ABG_10","S3","10_96","10_96",5,242,5,1.1,1.2,4.8,"Terminalia brachystemma"
