plot_name,subplot,direction,vol,plot_id,dpm,sampled,date,dry_mass
P5,S3,S,0.635267479,ABG_5,2.2,FALSE,15/02/2019,NA
P5,S3,W,0.144677067,ABG_5,2.8,FALSE,15/02/2019,NA
P5,S4,E,0.458074173,ABG_5,6,FALSE,15/02/2019,NA
P5,S4,N,0.332899186,ABG_5,2,FALSE,15/02/2019,NA
P5,S4,S,0.042174126,ABG_5,3,FALSE,15/02/2019,NA
P5,S4,W,0.095445949,ABG_5,3,FALSE,15/02/2019,NA
P5,S5,E,0.099272855,ABG_5,4,FALSE,15/02/2019,NA
P5,S5,N,0.539544136,ABG_5,0,FALSE,15/02/2019,NA
P5,S5,S,0.3217788,ABG_5,1.8,TRUE,15/02/2019,9.63
P5,S5,W,0.305351555,ABG_5,3.5,FALSE,15/02/2019,NA
P5,S6,E,0.033862044,ABG_5,0.5,FALSE,15/02/2019,NA
P5,S6,N,0.02224059,ABG_5,0,FALSE,15/02/2019,NA
P5,S6,S,0.048460964,ABG_5,1,FALSE,15/02/2019,NA
P5,S6,W,0.024418124,ABG_5,0,TRUE,15/02/2019,40.04
P5,S7,E,0.012256195,ABG_5,1,FALSE,15/02/2019,NA
P5,S7,N,0.008407838,ABG_5,0,FALSE,15/02/2019,NA
P5,S7,S,0.341456285,ABG_5,4,TRUE,15/02/2019,3.9
P5,S7,W,0.448993845,ABG_5,2,TRUE,15/02/2019,5.27
P5,S8,E,0.074475894,ABG_5,0,FALSE,15/02/2019,NA
P5,S8,N,0.105000815,ABG_5,2.1,FALSE,15/02/2019,NA
P5,S8,S,0.063929171,ABG_5,4,TRUE,15/02/2019,17.16
P5,S8,W,0.094953857,ABG_5,0,FALSE,15/02/2019,NA
P5,S9,E,0.099888523,ABG_5,0,FALSE,15/02/2019,NA
P5,S9,N,0.200997471,ABG_5,2,FALSE,15/02/2019,NA
P5,S9,S,0.159568309,ABG_5,2,FALSE,15/02/2019,NA
P5,S9,W,0.123714362,ABG_5,2.2,FALSE,15/02/2019,NA
P6,S1,E,0.057304015,ABG_6,3,FALSE,17/02/2019,NA
P6,S1,N,0.044711625,ABG_6,21,FALSE,17/02/2019,NA
P6,S1,S,0.127617253,ABG_6,15,FALSE,17/02/2019,NA
P6,S1,W,0.087514894,ABG_6,12.5,FALSE,17/02/2019,NA
P6,S2,E,0.120631689,ABG_6,3,FALSE,17/02/2019,NA
P6,S2,N,0.067079437,ABG_6,2,FALSE,17/02/2019,NA
P6,S2,S,0.174819298,ABG_6,7,FALSE,17/02/2019,NA
P6,S2,W,0.143036955,ABG_6,3,TRUE,17/02/2019,0.7
P6,S3,E,0.052113326,ABG_6,1,FALSE,17/02/2019,NA
P6,S3,N,0.098554468,ABG_6,10,FALSE,17/02/2019,NA
P6,S3,S,0.132933312,ABG_6,6,FALSE,17/02/2019,NA
P6,S3,W,0.620068089,ABG_6,2,FALSE,17/02/2019,NA
P6,S4,E,0.125063173,ABG_6,3,FALSE,17/02/2019,NA
P6,S4,N,0.175023384,ABG_6,14,TRUE,17/02/2019,3.58
P6,S4,S,0.095663919,ABG_6,2,FALSE,17/02/2019,NA
P6,S4,W,0.100861912,ABG_6,5,FALSE,17/02/2019,NA
P6,S5,E,0.131332256,ABG_6,3,TRUE,17/02/2019,20.1
P6,S5,N,0.006895417,ABG_6,2,FALSE,17/02/2019,NA
P6,S5,S,0.01376902,ABG_6,5,FALSE,17/02/2019,NA
P6,S5,W,0.335042454,ABG_6,1,FALSE,17/02/2019,NA
P6,S6,E,0.076022274,ABG_6,10,FALSE,17/02/2019,NA
P6,S6,N,0.05877947,ABG_6,8,FALSE,17/02/2019,NA
P6,S6,S,0.340414011,ABG_6,2,FALSE,17/02/2019,NA
P6,S6,W,0.086322469,ABG_6,2,TRUE,17/02/2019,0
P6,S7,E,0.042889786,ABG_6,5,TRUE,17/02/2019,11.81
P6,S7,N,0.048995908,ABG_6,8,FALSE,17/02/2019,NA
P6,S7,S,0.021658461,ABG_6,10,TRUE,17/02/2019,5.05
P6,S7,W,0.070798949,ABG_6,8,FALSE,17/02/2019,NA
P6,S8,E,0.061475435,ABG_6,1,FALSE,17/02/2019,NA
P6,S8,N,0.05543581,ABG_6,1,FALSE,17/02/2019,NA
P6,S8,S,0.032189619,ABG_6,2,FALSE,17/02/2019,NA
P6,S8,W,0.053556958,ABG_6,1,FALSE,17/02/2019,NA
P6,S9,E,0.141439341,ABG_6,16,FALSE,17/02/2019,NA
P6,S9,N,0.139774513,ABG_6,2,FALSE,17/02/2019,NA
P6,S9,S,0.273935935,ABG_6,8,FALSE,17/02/2019,NA
P6,S9,W,0.232696345,ABG_6,1,FALSE,17/02/2019,NA
P7,S1,E,0.051956247,ABG_7,0.4,FALSE,19/02/2019,NA
P7,S1,N,0.055550461,ABG_7,0.5,FALSE,19/02/2019,NA
P7,S1,S,0.124552963,ABG_7,0.3,FALSE,19/02/2019,NA
P7,S1,W,0.075426709,ABG_7,4.8,FALSE,19/02/2019,NA
P7,S2,E,0.053430486,ABG_7,5.5,FALSE,19/02/2019,NA
P7,S2,N,0.149176309,ABG_7,3,FALSE,19/02/2019,NA
P7,S2,S,0.106530991,ABG_7,1.5,FALSE,19/02/2019,NA
P7,S2,W,0.054959151,ABG_7,8.4,FALSE,19/02/2019,NA
P7,S3,E,0.026443022,ABG_7,4,TRUE,19/02/2019,10.67
P7,S3,N,0.180409264,ABG_7,2.8,FALSE,19/02/2019,NA
P7,S3,S,0.023534861,ABG_7,2.5,FALSE,19/02/2019,NA
P7,S3,W,0.503968065,ABG_7,4,TRUE,19/02/2019,36.49
P7,S4,E,0.0263621,ABG_7,4.8,TRUE,19/02/2019,7.95
P7,S4,N,0.378059111,ABG_7,2,FALSE,19/02/2019,NA
P7,S4,S,0.139421841,ABG_7,4.8,FALSE,19/02/2019,NA
P7,S4,W,0.106761891,ABG_7,4,FALSE,19/02/2019,NA
P7,S5,E,0.337308335,ABG_7,4.8,FALSE,19/02/2019,NA
P7,S5,N,0.510920682,ABG_7,4.9,FALSE,19/02/2019,NA
P7,S5,S,0.083342279,ABG_7,2.5,FALSE,19/02/2019,NA
P7,S5,W,0.099713277,ABG_7,2,FALSE,19/02/2019,NA
P7,S6,E,0.095832864,ABG_7,2.5,FALSE,19/02/2019,NA
P7,S6,N,0.34527926,ABG_7,4.7,FALSE,19/02/2019,NA
P7,S6,S,0.135655536,ABG_7,2,FALSE,19/02/2019,NA
P7,S6,W,0.316089082,ABG_7,3,FALSE,19/02/2019,NA
P7,S7,E,0.07410566,ABG_7,4.5,FALSE,19/02/2019,NA
P7,S7,N,0.162053084,ABG_7,4,FALSE,19/02/2019,NA
P7,S7,S,0.226318284,ABG_7,5,FALSE,19/02/2019,NA
P7,S7,W,0.084996837,ABG_7,5.5,FALSE,19/02/2019,NA
P7,S8,E,0.285777275,ABG_7,4,TRUE,19/02/2019,10.81
P7,S8,N,0.330449481,ABG_7,2,FALSE,19/02/2019,NA
P7,S8,S,0.35712324,ABG_7,9,FALSE,19/02/2019,NA
P7,S8,W,0.362470231,ABG_7,2.5,TRUE,19/02/2019,9.28
P7,S9,E,0.093702183,ABG_7,2,FALSE,19/02/2019,NA
P7,S9,N,0.209507046,ABG_7,5,FALSE,19/02/2019,NA
P7,S9,S,0.055536229,ABG_7,3,FALSE,19/02/2019,NA
P7,S9,W,0.274818911,ABG_7,4.9,TRUE,19/02/2019,13.63
P8,S1,E,0.266422074,ABG_8,10,FALSE,21/02/2019,NA
P8,S1,N,0.233911874,ABG_8,25,FALSE,21/02/2019,NA
P8,S1,S,0.213212085,ABG_8,3,TRUE,21/02/2019,4.19
P8,S1,W,0.477570437,ABG_8,7,TRUE,21/02/2019,31.43
P8,S2,E,0.226470345,ABG_8,2,FALSE,21/02/2019,NA
P8,S2,N,0.242177232,ABG_8,22,TRUE,21/02/2019,16.19
P8,S2,S,0.40686001,ABG_8,3,TRUE,21/02/2019,13.53
P8,S2,W,0.141615341,ABG_8,3,FALSE,21/02/2019,NA
P8,S3,E,0.073941396,ABG_8,5,FALSE,21/02/2019,NA
P8,S3,N,0.179235926,ABG_8,8,FALSE,21/02/2019,NA
P8,S3,S,0.097296133,ABG_8,2,FALSE,21/02/2019,NA
P8,S3,W,0.260121712,ABG_8,3,FALSE,21/02/2019,NA
P8,S4,E,0.183258397,ABG_8,15,FALSE,21/02/2019,NA
P8,S4,N,0.413199543,ABG_8,8,FALSE,21/02/2019,NA
P8,S4,S,0.132376384,ABG_8,8,FALSE,21/02/2019,NA
P8,S4,W,0.099468174,ABG_8,6,FALSE,21/02/2019,NA
P8,S5,E,0.136052552,ABG_8,19,TRUE,21/02/2019,6.56
P8,S5,N,0.326965232,ABG_8,34,FALSE,21/02/2019,NA
P8,S5,S,0.114092294,ABG_8,15,FALSE,21/02/2019,NA
P8,S5,W,0.346983516,ABG_8,8,FALSE,21/02/2019,NA
P8,S6,E,0.140900458,ABG_8,9,FALSE,21/02/2019,NA
P8,S6,N,0.227251039,ABG_8,4,FALSE,21/02/2019,NA
P8,S6,S,0.091876039,ABG_8,6,TRUE,21/02/2019,20.46
P8,S6,W,0.174016961,ABG_8,19,FALSE,21/02/2019,NA
P8,S7,E,0.080980812,ABG_8,10,FALSE,21/02/2019,NA
P8,S7,N,0.085826972,ABG_8,16,FALSE,21/02/2019,NA
P8,S7,S,0.059745893,ABG_8,5,FALSE,21/02/2019,NA
P8,S7,W,0.019803975,ABG_8,4,FALSE,21/02/2019,NA
P8,S8,E,0.079003238,ABG_8,5,FALSE,21/02/2019,NA
P8,S8,N,0.325315996,ABG_8,3,FALSE,21/02/2019,NA
P8,S8,S,0.104540263,ABG_8,12,FALSE,21/02/2019,NA
P8,S8,W,0.10193348,ABG_8,4,FALSE,21/02/2019,NA
P8,S9,E,0.123081177,ABG_8,5,FALSE,21/02/2019,NA
P8,S9,N,0.266869461,ABG_8,4,FALSE,21/02/2019,NA
P8,S9,S,0.343075758,ABG_8,1,FALSE,21/02/2019,NA
P8,S9,W,0.147918126,ABG_8,1,FALSE,21/02/2019,NA
P9,S1,E,0.24739484,ABG_9,9,FALSE,12/03/2019,NA
P9,S1,N,0.176590124,ABG_9,7,FALSE,12/03/2019,NA
P9,S1,S,0.202756056,ABG_9,14,FALSE,12/03/2019,NA
P9,S1,W,0.240856669,ABG_9,3,FALSE,12/03/2019,NA
P9,S2,E,0.184113529,ABG_9,18,FALSE,12/03/2019,NA
P9,S2,N,0.103588479,ABG_9,8,TRUE,12/03/2019,9.2
P9,S2,S,0.179487507,ABG_9,7,FALSE,12/03/2019,NA
P9,S2,W,0.132499561,ABG_9,3,TRUE,12/03/2019,10.35
P9,S3,E,0.11555455,ABG_9,9,FALSE,12/03/2019,NA
P9,S3,N,0.08325583,ABG_9,9,FALSE,12/03/2019,NA
P9,S3,S,0.211185413,ABG_9,6,FALSE,12/03/2019,NA
P9,S3,W,0.103388414,ABG_9,7,FALSE,12/03/2019,NA
P9,S4,E,0.335067976,ABG_9,9,FALSE,12/03/2019,NA
P9,S4,N,0.17198972,ABG_9,8,FALSE,12/03/2019,NA
P9,S4,S,0.589193648,ABG_9,4,FALSE,12/03/2019,NA
P9,S4,W,0.374393898,ABG_9,22,FALSE,12/03/2019,NA
P9,S5,E,0.438899195,ABG_9,4,FALSE,12/03/2019,NA
P9,S5,N,0.186696377,ABG_9,6,TRUE,12/03/2019,20.2
P9,S5,S,0.480804028,ABG_9,3,FALSE,12/03/2019,NA
P9,S5,W,0.307548914,ABG_9,3,FALSE,12/03/2019,NA
P9,S6,E,0.390962299,ABG_9,9,FALSE,12/03/2019,NA
P9,S6,N,0.342132895,ABG_9,9,TRUE,12/03/2019,15.98
P9,S6,S,0.405649453,ABG_9,11,FALSE,12/03/2019,NA
P9,S6,W,0.227810642,ABG_9,12,FALSE,12/03/2019,NA
P9,S7,E,0.081991633,ABG_9,9,FALSE,12/03/2019,NA
P9,S7,N,0.089377862,ABG_9,14,FALSE,12/03/2019,NA
P9,S7,S,0.11460147,ABG_9,9,FALSE,12/03/2019,NA
P9,S7,W,0.317476877,ABG_9,6,FALSE,12/03/2019,NA
P9,S8,E,0.221803054,ABG_9,15,FALSE,12/03/2019,NA
P9,S8,N,0.182398341,ABG_9,21,TRUE,12/03/2019,32.47
P9,S8,S,0.157006152,ABG_9,7,FALSE,12/03/2019,NA
P9,S8,W,0.116140731,ABG_9,11,TRUE,12/03/2019,48.59
P9,S9,E,0.25429711,ABG_9,6,FALSE,12/03/2019,NA
P9,S9,N,0.14508321,ABG_9,7,FALSE,12/03/2019,NA
P9,S9,S,0.07313371,ABG_9,7,FALSE,12/03/2019,NA
P9,S9,W,0.003488267,ABG_9,6,FALSE,12/03/2019,NA
S3,S1,E,0.081495113,TKW_7,25,FALSE,10/03/2020,NA
S3,S1,N,0.143240119,TKW_7,27,FALSE,10/03/2020,NA
S3,S1,S,0.545463845,TKW_7,40,FALSE,10/03/2020,NA
S3,S1,W,0.165906012,TKW_7,40,FALSE,10/03/2020,NA
S3,S2,E,0.095993035,TKW_7,40,TRUE,10/03/2020,NA
S3,S2,N,0.185304708,TKW_7,50,FALSE,10/03/2020,NA
S3,S2,S,0.48512592,TKW_7,45,FALSE,10/03/2020,NA
S3,S2,W,0.463067104,TKW_7,50,FALSE,10/03/2020,NA
S3,S3,E,0.16940356,TKW_7,52,TRUE,10/03/2020,NA
S3,S3,N,0.11147816,TKW_7,40,FALSE,10/03/2020,NA
S3,S3,S,0.32398842,TKW_7,20,FALSE,10/03/2020,NA
S3,S3,W,0.260770912,TKW_7,40,FALSE,10/03/2020,NA
S3,S4,E,1.025969506,TKW_7,23,FALSE,10/03/2020,NA
S3,S4,N,0.545104164,TKW_7,67,TRUE,10/03/2020,NA
S3,S4,S,0.264963858,TKW_7,26,TRUE,10/03/2020,NA
S3,S4,W,0.455995348,TKW_7,40,TRUE,10/03/2020,NA
S3,S5,E,0.280675005,TKW_7,22,FALSE,10/03/2020,NA
S3,S5,N,0.144582885,TKW_7,8,TRUE,10/03/2020,NA
S3,S5,S,0.150214247,TKW_7,36,TRUE,10/03/2020,NA
S3,S5,W,0.402022928,TKW_7,35,FALSE,10/03/2020,NA
S3,S6,E,0.797069304,TKW_7,36,FALSE,10/03/2020,NA
S3,S6,N,0.440482393,TKW_7,40,FALSE,10/03/2020,NA
S3,S6,S,0.480849672,TKW_7,40,FALSE,10/03/2020,NA
S3,S6,W,0.121012928,TKW_7,36,TRUE,10/03/2020,NA
S3,S7,E,0.104436791,TKW_7,17,FALSE,10/03/2020,NA
S3,S7,N,0.310320275,TKW_7,22,FALSE,10/03/2020,NA
S3,S7,S,0.268423415,TKW_7,28,FALSE,10/03/2020,NA
S3,S7,W,0.232680573,TKW_7,27,TRUE,10/03/2020,NA
S3,S8,E,0.347202416,TKW_7,55,FALSE,10/03/2020,NA
S3,S8,N,0.225016356,TKW_7,12,FALSE,10/03/2020,NA
S3,S8,S,0.507286985,TKW_7,53,FALSE,10/03/2020,NA
S3,S8,W,0.383385811,TKW_7,23,FALSE,10/03/2020,NA
S3,S9,E,0.349517667,TKW_7,48,FALSE,10/03/2020,NA
S3,S9,N,0.197314493,TKW_7,20,FALSE,10/03/2020,NA
S3,S9,S,0.262684263,TKW_7,29,FALSE,10/03/2020,NA
S3,S9,W,0.529503606,TKW_7,33,FALSE,10/03/2020,NA
S5,S1,E,0.378429404,TKW_9,11,FALSE,06/03/2020,NA
S5,S1,N,0.224619029,TKW_9,10,FALSE,06/03/2020,NA
S5,S1,S,0.546684133,TKW_9,17,TRUE,06/03/2020,NA
S5,S1,W,0.370399217,TKW_9,13,FALSE,06/03/2020,NA
S5,S2,E,0.546348104,TKW_9,22,FALSE,06/03/2020,NA
S5,S2,N,0.263094093,TKW_9,18,FALSE,06/03/2020,NA
S5,S2,S,0.377155165,TKW_9,26,FALSE,06/03/2020,NA
S5,S2,W,0.207323404,TKW_9,24,FALSE,06/03/2020,NA
S5,S3,E,0.247445463,TKW_9,27,TRUE,06/03/2020,NA
S5,S3,N,0.168558723,TKW_9,28,FALSE,06/03/2020,NA
S5,S3,S,0.215080845,TKW_9,14,TRUE,06/03/2020,NA
S5,S3,W,0.157890354,TKW_9,13,TRUE,06/03/2020,NA
S5,S4,E,0.107727639,TKW_9,5,TRUE,06/03/2020,NA
S5,S4,N,0.1463957,TKW_9,12,FALSE,06/03/2020,NA
S5,S4,S,0.220114783,TKW_9,11,FALSE,06/03/2020,NA
S5,S4,W,0.108015165,TKW_9,5,FALSE,06/03/2020,NA
S5,S5,E,0.243393904,TKW_9,19,TRUE,06/03/2020,NA
S5,S5,N,0.231508728,TKW_9,16,TRUE,06/03/2020,NA
S5,S5,S,0.250984059,TKW_9,13,FALSE,06/03/2020,NA
S5,S5,W,0.222309059,TKW_9,8,FALSE,06/03/2020,NA
S5,S6,E,0.229065315,TKW_9,13,FALSE,06/03/2020,NA
S5,S6,N,0.664699439,TKW_9,11,FALSE,06/03/2020,NA
S5,S6,S,0.239098908,TKW_9,24,FALSE,06/03/2020,NA
S5,S6,W,0.208636354,TKW_9,18,FALSE,06/03/2020,NA
S5,S7,E,0.39338527,TKW_9,25,FALSE,06/03/2020,NA
S5,S7,N,0.378552417,TKW_9,30,FALSE,06/03/2020,NA
S5,S7,S,0.367855854,TKW_9,30,FALSE,06/03/2020,NA
S5,S7,W,0.507063956,TKW_9,33,FALSE,06/03/2020,NA
S5,S8,E,0.523704898,TKW_9,23,FALSE,06/03/2020,NA
S5,S8,N,0.170345762,TKW_9,8,FALSE,06/03/2020,NA
S5,S8,S,0.376226953,TKW_9,18,FALSE,06/03/2020,NA
S5,S8,W,0.508968679,TKW_9,22,TRUE,06/03/2020,NA
S5,S9,E,0.286063438,TKW_9,13,FALSE,06/03/2020,NA
S5,S9,N,0.205008224,TKW_9,11,FALSE,06/03/2020,NA
S5,S9,S,0.237024771,TKW_9,10,FALSE,06/03/2020,NA
S5,S9,W,0.127008011,TKW_9,4,TRUE,06/03/2020,NA
S7,S1,E,0.387501508,TKW_10,38,FALSE,25/02/2020,NA
S7,S1,N,0.302355578,TKW_10,35,FALSE,25/02/2020,NA
S7,S1,S,0.422457239,TKW_10,25,TRUE,25/02/2020,NA
S7,S1,W,0.49834271,TKW_10,45,FALSE,25/02/2020,NA
S7,S2,E,0.518497135,TKW_10,34,FALSE,25/02/2020,NA
S7,S2,N,0.310712123,TKW_10,40,FALSE,25/02/2020,NA
S7,S2,S,0.325286528,TKW_10,17,FALSE,25/02/2020,NA
S7,S2,W,0.254654217,TKW_10,24,TRUE,25/02/2020,NA
S7,S3,E,0.464038586,TKW_10,15,FALSE,25/02/2020,NA
S7,S3,N,0.286495838,TKW_10,25,FALSE,25/02/2020,NA
S7,S3,S,0.305104082,TKW_10,35,TRUE,25/02/2020,NA
S7,S3,W,0.258023812,TKW_10,12,FALSE,25/02/2020,NA
S7,S4,E,0.690550574,TKW_10,26,FALSE,25/02/2020,NA
S7,S4,N,0.230667269,TKW_10,25,TRUE,25/02/2020,NA
S7,S4,S,0.363529819,TKW_10,15,FALSE,25/02/2020,NA
S7,S4,W,0.248188298,TKW_10,30,TRUE,25/02/2020,NA
S7,S5,E,0.193108672,TKW_10,7,FALSE,25/02/2020,NA
S7,S5,N,0.32723168,TKW_10,27,TRUE,25/02/2020,NA
S7,S5,S,0.240884895,TKW_10,24,TRUE,25/02/2020,NA
S7,S5,W,0.357363407,TKW_10,28,FALSE,25/02/2020,NA
S7,S6,E,0.345588714,TKW_10,20,FALSE,25/02/2020,NA
S7,S6,N,0.286172165,TKW_10,7,FALSE,25/02/2020,NA
S7,S6,S,0.268203012,TKW_10,17,FALSE,25/02/2020,NA
S7,S6,W,0.276802875,TKW_10,13,FALSE,25/02/2020,NA
S7,S7,E,0.282500597,TKW_10,20,FALSE,25/02/2020,NA
S7,S7,N,0.46246148,TKW_10,37,FALSE,25/02/2020,NA
S7,S7,S,0.247844552,TKW_10,12,FALSE,25/02/2020,NA
S7,S7,W,0.459365061,TKW_10,27,FALSE,25/02/2020,NA
S7,S8,E,0.001725333,TKW_10,18,FALSE,25/02/2020,NA
S7,S8,N,NA,TKW_10,45,FALSE,25/02/2020,NA
S7,S8,S,NA,TKW_10,27,FALSE,25/02/2020,NA
S7,S8,W,0.001028,TKW_10,18,FALSE,25/02/2020,NA
S7,S9,E,0.225384919,TKW_10,18,TRUE,25/02/2020,NA
S7,S9,N,0.140819949,TKW_10,10,TRUE,25/02/2020,NA
S7,S9,S,0.149594356,TKW_10,20,FALSE,25/02/2020,NA
S7,S9,W,0.137797926,TKW_10,15,FALSE,25/02/2020,NA
W11,S1,E,0.22903186,TKW_13,26,TRUE,09/03/2020,NA
W11,S1,N,0.546242406,TKW_13,25,FALSE,09/03/2020,NA
W11,S1,S,0.236419287,TKW_13,30,FALSE,09/03/2020,NA
W11,S1,W,0.282484908,TKW_13,30,TRUE,09/03/2020,NA
W11,S2,E,0.288999789,TKW_13,16,FALSE,09/03/2020,NA
W11,S2,N,0.188958719,TKW_13,18,FALSE,09/03/2020,NA
W11,S2,S,0.190001695,TKW_13,26,TRUE,09/03/2020,NA
W11,S2,W,0.192817308,TKW_13,20,FALSE,09/03/2020,NA
W11,S3,E,0.279183207,TKW_13,21,FALSE,09/03/2020,NA
W11,S3,N,0.161454219,TKW_13,21,FALSE,09/03/2020,NA
W11,S3,S,0.161422276,TKW_13,15,FALSE,09/03/2020,NA
W11,S3,W,0.229690626,TKW_13,30,FALSE,09/03/2020,NA
W11,S4,E,0.275878596,TKW_13,16,FALSE,09/03/2020,NA
W11,S4,N,0.382471618,TKW_13,14,FALSE,09/03/2020,NA
W11,S4,S,0.321913437,TKW_13,25,TRUE,09/03/2020,NA
W11,S4,W,0.675016436,TKW_13,21,TRUE,09/03/2020,NA
W11,S5,E,0.383569383,TKW_13,25,FALSE,09/03/2020,NA
W11,S5,N,0.259014279,TKW_13,22,FALSE,09/03/2020,NA
W11,S5,S,0.312291717,TKW_13,20,TRUE,09/03/2020,NA
W11,S5,W,0.366680908,TKW_13,17,FALSE,09/03/2020,NA
W11,S6,E,0.282849195,TKW_13,18,FALSE,09/03/2020,NA
W11,S6,N,0.295534715,TKW_13,13,FALSE,09/03/2020,NA
W11,S6,S,0.401858857,TKW_13,27,FALSE,09/03/2020,NA
W11,S6,W,0.229172615,TKW_13,26,TRUE,09/03/2020,NA
W11,S7,E,0.3265305,TKW_13,39,FALSE,09/03/2020,NA
W11,S7,N,0.202419525,TKW_13,10,FALSE,09/03/2020,NA
W11,S7,S,0.313053912,TKW_13,35,FALSE,09/03/2020,NA
W11,S7,W,0.401592661,TKW_13,30,FALSE,09/03/2020,NA
W11,S8,E,0.55764509,TKW_13,30,TRUE,09/03/2020,NA
W11,S8,N,0.271965922,TKW_13,45,FALSE,09/03/2020,NA
W11,S8,S,0.375457073,TKW_13,15,TRUE,09/03/2020,NA
W11,S8,W,0.266636604,TKW_13,17,FALSE,09/03/2020,NA
W11,S9,E,0.169409998,TKW_13,20,FALSE,09/03/2020,NA
W11,S9,N,0.284037224,TKW_13,25,FALSE,09/03/2020,NA
W11,S9,S,0.286230342,TKW_13,25,FALSE,09/03/2020,NA
W11,S9,W,0.120855029,TKW_13,18,FALSE,09/03/2020,NA
W18,S1,E,0.244215062,TKW_19,6,FALSE,24/02/2020,NA
W18,S1,N,0.185244387,TKW_19,14,FALSE,24/02/2020,NA
W18,S1,S,0.224090667,TKW_19,23,FALSE,24/02/2020,NA
W18,S1,W,0.17228064,TKW_19,15,FALSE,24/02/2020,NA
W18,S2,E,NA,TKW_19,20,FALSE,24/02/2020,NA
W18,S2,N,NA,TKW_19,9,TRUE,24/02/2020,NA
W18,S2,S,NA,TKW_19,10,FALSE,24/02/2020,NA
W18,S2,W,NA,TKW_19,52,FALSE,24/02/2020,NA
W18,S3,E,0.316683885,TKW_19,22,FALSE,24/02/2020,NA
W18,S3,N,0.286001365,TKW_19,9,TRUE,24/02/2020,NA
W18,S3,S,0.415633087,TKW_19,28,FALSE,24/02/2020,NA
W18,S3,W,0.275700408,TKW_19,12,FALSE,24/02/2020,NA
W18,S4,E,0.198733712,TKW_19,17,FALSE,24/02/2020,NA
W18,S4,N,0.581450719,TKW_19,12,TRUE,24/02/2020,NA
W18,S4,S,0.228085468,TKW_19,20,FALSE,24/02/2020,NA
W18,S4,W,0.163515767,TKW_19,17,FALSE,24/02/2020,NA
W18,S5,E,0.136114295,TKW_19,30,TRUE,24/02/2020,NA
W18,S5,N,0.177983682,TKW_19,22,FALSE,24/02/2020,NA
W18,S5,S,0.361108945,TKW_19,7,FALSE,24/02/2020,NA
W18,S5,W,0.375187339,TKW_19,27,TRUE,24/02/2020,NA
W18,S6,E,0.18976155,TKW_19,10,FALSE,24/02/2020,NA
W18,S6,N,0.287750608,TKW_19,7,TRUE,24/02/2020,NA
W18,S6,S,0.111454416,TKW_19,12,FALSE,24/02/2020,NA
W18,S6,W,0.301746303,TKW_19,14,FALSE,24/02/2020,NA
W18,S7,E,0.353019015,TKW_19,29,FALSE,24/02/2020,NA
W18,S7,N,0.374901299,TKW_19,14,TRUE,24/02/2020,NA
W18,S7,S,0.258447418,TKW_19,14,FALSE,24/02/2020,NA
W18,S7,W,0.210506763,TKW_19,5,FALSE,24/02/2020,NA
W18,S8,E,0.618888147,TKW_19,18,FALSE,24/02/2020,NA
W18,S8,N,0.551036639,TKW_19,29,FALSE,24/02/2020,NA
W18,S8,S,0.339079371,TKW_19,44,TRUE,24/02/2020,NA
W18,S8,W,0.345598883,TKW_19,12,FALSE,24/02/2020,NA
W18,S9,E,0.213224428,TKW_19,26,FALSE,24/02/2020,NA
W18,S9,N,0.36417668,TKW_19,37,FALSE,24/02/2020,NA
W18,S9,S,0.257514895,TKW_19,22,FALSE,24/02/2020,NA
W18,S9,W,0.208767317,TKW_19,20,TRUE,24/02/2020,NA
W26,S1,E,0.274898616,TKW_21,6,FALSE,28/02/2020,NA
W26,S1,N,0.357488482,TKW_21,5,FALSE,28/02/2020,NA
W26,S1,S,0.243326185,TKW_21,18,FALSE,28/02/2020,NA
W26,S1,W,0.29046219,TKW_21,6,FALSE,28/02/2020,NA
W26,S2,E,0.748457345,TKW_21,4,FALSE,28/02/2020,NA
W26,S2,N,0.212950884,TKW_21,5,TRUE,28/02/2020,NA
W26,S2,S,0.193827635,TKW_21,12,FALSE,28/02/2020,NA
W26,S2,W,0.358341309,TKW_21,3,FALSE,28/02/2020,NA
W26,S3,E,0.352746145,TKW_21,3,FALSE,28/02/2020,NA
W26,S3,N,0.173430484,TKW_21,6,FALSE,28/02/2020,NA
W26,S3,S,0.555833102,TKW_21,5,TRUE,28/02/2020,NA
W26,S3,W,0.321104981,TKW_21,7,TRUE,28/02/2020,NA
W26,S4,E,0.09303386,TKW_21,3,FALSE,28/02/2020,NA
W26,S4,N,0.089502022,TKW_21,6,FALSE,28/02/2020,NA
W26,S4,S,0.118848135,TKW_21,6,TRUE,28/02/2020,NA
W26,S4,W,0.106569088,TKW_21,6,FALSE,28/02/2020,NA
W26,S5,E,0.160789468,TKW_21,3,FALSE,28/02/2020,NA
W26,S5,N,0.319225467,TKW_21,6,TRUE,28/02/2020,NA
W26,S5,S,0.64804501,TKW_21,5,FALSE,28/02/2020,NA
W26,S5,W,0.445580831,TKW_21,5,FALSE,28/02/2020,NA
W26,S7,E,0.182808793,TKW_21,11,FALSE,28/02/2020,NA
W26,S7,N,0.133057298,TKW_21,7,TRUE,28/02/2020,NA
W26,S7,S,0.156187951,TKW_21,8,FALSE,28/02/2020,NA
W26,S7,W,0.188881829,TKW_21,3,FALSE,28/02/2020,NA
W26,S8,E,0.03983694,TKW_21,2,FALSE,28/02/2020,NA
