"plot_id","subplot","layer_div","auc_canopy","height_q95","height_q99","dens_peak_height","point_cov","shannon","cum_lm_resid","cum_lm_slope","cum_lm_se","weib_shape","weib_scale","n_maxima","n_minima"
"TKW_7","S6",6.91025934252294,53574.32,9.7,11.05,6.4,1.47906055300841,1.92740041581378,4219.7694,6920907.41385674,302815.378296987,0.805544763139703,129769.746395032,2,2
"TKW_7","S7",5.27055268335274,5435.04,3.95,5.85,2.1,0.702903590761029,2.10887729413646,158.413856182759,593894.982538142,17882.460584827,1.44001183109695,23349.7322931857,0,1
"TKW_7","S8",9.37574458647245,15688.96125,8.05,10.75,6.2,1.35036474013504,2.39160223152895,843.567615998107,2150105.02267268,43472.8115784769,0.965847551266113,32088.5539399092,3,3
"TKW_7","S9",6.87183013387116,31739.19625,10.65,11.4,6.55,1.26643397421614,1.9229444683364,1549.72165551127,2922070.27947597,156126.12181677,0.920706229081222,99764.9980091952,1,1
"TKW_9","S1",13.938599144011,65334.78625,17.25,18.15,6.55,1.36758612667963,2.62897577127936,4869.18798631166,5043159.48955584,147979.298087316,0.853200766976942,91859.2696632462,3,1
"TKW_9","S2",7.41153611204697,6387.9775,8.6,10.45,2.2,0.714627091403265,2.81426394432271,254.495323696583,776396.152906979,9829.13224693953,1.35381634154867,12995.1251403669,3,2
"TKW_9","S3",13.8040371053078,22067.43,11.35,13.2,6.55,0.630749486307873,3.00507155565801,1013.29952383522,2762673.40040057,35046.5900015421,1.71105293073014,41361.2367138291,4,3
"TKW_9","S4",18.0828204479217,37198.49875,13.4,14.8,9.2,0.660623155289326,3.07410922201482,2451.62091243877,5362980.8167714,64049.9166633285,1.48172965512211,61412.2087715238,2,2
"TKW_9","S5",17.7896093073502,43983.155,12,13.15,7.4,0.541831278774551,3.08346439018717,1981.94360429206,6213827.79431039,54793.2145499891,1.79299761369099,79439.184161487,3,0
"TKW_9","S6",13.6596610908362,20539.085,10.5,11.7,3.4,0.572930243767518,2.89954195934573,826.802033670989,2280156.49715919,34824.4021851117,1.81129596305861,43542.3834820761,2,1
"TKW_9","S7",6.65170829155807,11117.81375,8.9,10.85,8,0.65739578537546,2.77691882605467,516.369731954968,1359241.42304051,21580.137932254,1.5030793919833,25249.0910178983,2,1
"TKW_9","S8",12.4363461281561,25709.34625,9.4,11.5,6.45,0.598408019990655,2.87348976357518,1135.28425644184,3602922.68777288,43318.4647968319,1.65430560731581,54530.011498644,4,2
"TKW_9","S9",11.0172814627377,34856.6925,9.55,11.55,7,0.876613100634414,2.79764900950073,2796.05929710756,5207072.46472164,87800.4954638923,1.06162558306013,59779.3977161815,3,1
"TKW_10","S1",3.7951978141036,1215.83125,2.05,2.95,2.05,0.784571921493905,1.07223098540158,18.1910971255061,132826.767228653,8928.78506646697,1.21932884889876,13727.1025890454,0,0
"TKW_10","S2",4.54330225220084,3958.87125,2.95,3.9,2.75,0.43534413216783,1.50709615692298,40.4805636715486,495207.654653702,13429.1242324541,2.55952604625411,37502.5365642621,1,0
"TKW_10","S3",4.67161992154592,5299.7025,3.45,4.7,2.55,0.648026505152387,1.83037180059374,214.301119349636,570408.400977284,34770.2134106037,1.28579595251847,29982.8830544421,1,1
"TKW_10","S4",4.31552423523505,5057.24375,2.75,3.35,2.5,0.608766097625605,1.12477912612332,60.6592947747748,628504.634664143,31752.378895402,1.61573966643005,63506.8747506473,1,1
"TKW_10","S5",4.45022327390309,2918.5075,2.85,3.45,2.35,0.366251509217642,1.23995982542374,15.0722936936937,370408.968859713,8874.47698277877,3.35724406067579,38474.5013984302,1,0
"TKW_10","S6",3.89145718019477,881.66,1.8,3.4,2.25,0.54809636451002,1.37621255339892,7.10049845061914,94585.1472471628,3283.12624603597,1.9809488536139,9400.16635433499,1,1
"TKW_10","S7",9.77987814707576,16232.53375,7.35,10.95,3.35,0.679307894780184,2.72611996288635,1026.48950548658,1868992.51329067,45128.1779249188,1.47721604327173,37544.2317576585,3,4
"TKW_10","S8",7.96518638422389,22.5275,3.4,3.55,2.4,0.326096772416939,1.18890993114871,0.0766544354838711,2618.46242385498,57.6416390681005,3.50303674367922,322.455491269373,1,1
"TKW_10","S9",2.79743079080392,763.635,1.05,2.95,2.5,0.482239526077961,1.27398125463082,16.1951858386563,65364.9544852344,8229.5200539476,2.21674751204512,8169.5989106059,1,1
"TKW_13","S1",16.0750059274205,19503.24875,10.6,11.8,6.9,1.2958955749129,2.57333275370724,1568.81640409419,2833206.84265883,56693.4626227999,0.941910980043197,33214.6933599632,2,4
"TKW_13","S2",18.4968990784726,43329.84375,13.85,14.7,10.9,0.760775740731467,3.02604345564398,3968.59500527683,5685611.6805836,100859.557315938,1.26730754499633,68325.2396572024,3,3
"TKW_13","S3",14.9357877310372,28098.02125,11.35,15.35,8.15,0.826809213521498,3.13498099240034,3657.13876386667,3191811.54460043,74140.7414363368,1.10281867121509,36013.422694964,4,4
"TKW_13","S4",18.7590247726823,83314.35625,18.95,20.25,6.6,1.41122402179231,2.92748449367661,3593.31290416083,7285440.95556149,115431.244960167,1.02372128351565,106943.446561219,4,3
"TKW_13","S5",15.5934813502624,29806.09875,13.75,15.85,4.35,0.62693029115758,3.23667946685823,2117.04986663344,3463908.4696569,49497.8342577497,1.68905184562736,43930.2073288172,3,3
"TKW_13","S6",18.7838178584538,46214.3075,15.1,16.7,3.3,0.634331290192067,3.21856137897104,2144.8374990658,4935911.34623052,49149.8296116216,1.58011303268213,68643.5702154654,3,2
"TKW_13","S7",9.48562996522413,11618.9125,8.85,9.7,8.65,0.615635557782268,2.64897417812212,527.759291483002,1567861.63499424,27362.6946309249,1.70016535493617,30685.7298493647,2,2
"TKW_13","S8",19.6436756399647,43650.485,11.35,14.5,8.95,0.659089978992319,3.08845712339587,2951.09754583711,5917735.56445145,79300.6758670712,1.45892281492492,70513.0850535631,3,2
"TKW_13","S9",13.4971648824098,35554.0875,11.7,13.95,8.35,0.507782656424755,3.12485980457382,1376.43872902696,4823351.50247349,38901.1185969147,2.13425555437134,63010.6843747703,3,3
"TKW_19","S1",13.5454414232306,26151.3325,15.9,18.85,3.4,1.03723734188859,3.13072570581606,1937.46279022246,2300501.86140315,45347.213359928,1.06676486043478,30070.5870328349,4,3
"TKW_19","S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TKW_19","S3",23.9911888326113,34345.10125,14.95,18.25,6.35,1.24264777227429,3.04848833081585,4033.65587707471,4738105.11772123,73671.6048342369,1.00529657665636,40318.7247743042,5,5
"TKW_19","S4",18.2249206841602,62205.07875,12.9,14.45,8.85,0.667385523363906,3.11536936128382,4087.57116450532,8562416.72015622,100208.815170339,1.57304523347938,101886.286494068,2,2
"TKW_19","S5",19.2087558161219,39818.4225,13.7,17.55,9.65,0.71043310916315,3.16222534769934,3528.34381621809,5616098.57806768,75259.7473980409,1.43699421730068,60058.8664050939,6,6
"TKW_19","S6",11.0734912375488,22320.905,10.35,11.45,10.2,0.407180720545407,2.94319829130493,515.003106164644,2602281.80568585,20513.7730529158,2.7349915046583,50187.5252646414,2,1
"TKW_19","S7",9.74267524067633,23144.11875,7.7,9.25,3.85,0.560454812311403,2.65992116489944,1051.82685448118,2953332.70160587,54729.3276790134,1.76809189060023,63990.136870399,1,2
"TKW_19","S8",7.22840512397553,6515.85625,7.25,10.25,7.1,2.03442851857231,2.14785308424548,601.877290470419,885424.826057245,26092.7526883799,0.712718032845548,9347.94888618466,3,3
"TKW_19","S9",9.34494174896711,19070.17875,8.5,9.35,7.25,0.66147388178074,2.63593323337266,912.415311486626,2418769.7805782,47146.8883302805,1.40892470097076,49241.2174992789,2,2
"TKW_21","S1",21.4436907346039,119840.4325,18.4,20.75,6.45,1.23752669697523,3.05940325342746,10275.7637210709,11581581.6837348,239427.411605932,1.03404053345988,144659.818541232,4,3
"TKW_21","S2",17.9777059322627,40014.95625,10.7,11.8,3.2,0.552736746705309,2.91662278202576,1443.06619169152,4351914.65112864,61831.797892189,1.90397734667436,87127.9632882375,3,3
"TKW_21","S3",17.3688811092396,40461.14875,10.65,12.7,2.15,0.66371005155299,2.97438451873761,2175.43391982189,4577876.14984826,69110.0940589333,1.48466857283278,74773.6186410469,2,3
"TKW_21","S4",16.5853296457149,50788.62875,12.6,14.25,3.6,0.826596914591181,3.03568315962603,4605.9636233881,5522589.94933456,118142.543883456,1.15220635767494,74596.5183869887,2,1
"TKW_21","S5",16.2073659907153,39917.065,9.15,13.05,4.1,1.10446888382933,2.73541799960829,4794.484975028,3760960.95731796,129209.422215576,0.837449342056706,53443.0255555346,4,5
"TKW_21","S7",11.8552199861016,36637.49625,7.35,8,2.75,0.551203349448449,2.49293426044777,954.935223479325,4282385.15317558,68846.6087172186,1.50518331706661,122277.579828996,2,1
"TKW_21","S8",15.3461529249783,43367.1775,11.1,16.65,4.5,1.02226256211006,2.99532199555243,6246.06707703616,4310290.8005419,127292.593470292,0.952118491727014,51661.6283020527,3,2
"TKW_21","S9",13.5290374266648,27471.87375,8.2,12.2,4.15,0.914728156305916,2.79788397594813,3000.17419639487,2943391.52171016,86547.6538132949,0.938594000096053,41829.9252118924,4,3
"TKW_25","S1",10.5660430722935,22393.6225,7.95,10.3,6.1,0.60011268851427,2.71987712425272,1012.02661594031,3075247.27548492,49605.6111497356,1.72692991796457,55648.6013290751,2,1
"TKW_25","S2",11.0664266064694,61399.16625,14.5,15.8,6.6,1.56182119015032,2.39839800654937,4547.23717934822,5814599.52710331,195932.568005445,0.828642749639935,94144.0018398304,2,3
"TKW_25","S3",12.6077952988166,29805.79125,14.05,18.5,6.45,1.64935238012712,2.52778652540718,3455.96860821183,2599601.18126287,95617.3790448477,0.729180913863867,33583.602281361,4,3
"TKW_25","S4",17.4612106490741,21023.9625,14.2,15.2,6.65,1.33515618985597,2.8306974640912,1918.30265122262,2739622.3860519,50021.8367418895,1.01910936624878,29926.529685986,3,3
"TKW_25","S5",10.3661405229987,14369.82875,9.65,12.35,6.6,1.67401440003044,2.35157325169711,1573.80391350765,2133413.74628461,54966.3515114965,0.804621943963884,20206.424787388,3,3
"TKW_25","S6",12.5811774733746,65061.2975,15.75,19,6.75,1.77426275739901,2.52641098469976,5207.68084018355,5368982.88614622,165200.891644274,0.773775976383379,77840.5762450937,3,3
"TKW_25","S7",16.7811233823869,46447.6925,9.85,12.4,6.5,1.00538513296485,2.73914881186594,4241.9232228317,6654832.09892141,140151.54004045,1.072674738959,82014.2324649604,2,2
"TKW_25","S8",7.96617234537007,22317.805,12.65,13.6,6.85,1.68269048504836,2.06817998257129,2008.9388770753,2011539.1222499,102327.092072555,0.663683120386678,32706.7955409983,2,2
"TKW_25","S9",12.2244861789643,18001.37,9.35,11.45,6.6,1.07039775730691,2.64745895651818,1229.76577394941,2602490.4916133,49944.2789576865,1.15448622169684,36181.5775934612,1,2
