"plot_id","subplot","layer_div","auc_canopy","height_q95","height_q99","dens_peak_height","point_cov","shannon","cum_lm_resid","cum_lm_slope","cum_lm_se","weib_shape","weib_scale","n_maxima","n_minima"
"ABG_12","S3",12.231126820961,24241.5375,11.1,12.25,9.1,0.68241487452754,2.85532138792009,1513.42801627944,3413021.09985211,53853.8661927264,1.49857438710764,49319.2210468262,3,1
"ABG_12","S4",13.683008157914,24988.9925,10.25,12.45,5,0.850901341565948,2.83486279940832,1957.97745935826,3651790.7794734,61527.9668609473,1.09019873952285,43614.0031917377,3,1
"ABG_12","S5",15.9836374357432,33247.1525,11.4,12.85,8.05,0.73329898116256,2.95719695231126,2750.31685289883,4894830.72575008,80597.5870678125,1.19433620874817,56167.7292021266,1,1
"ABG_12","S6",19.0380263625019,23683.31625,15.6,18.15,9.1,0.524181878684973,3.41695272271893,1459.47427202365,2874929.50276999,28785.2609361256,2.10964013142954,31143.5854895899,3,3
"ABG_12","S7",10.4308021682502,12743.56625,7.4,8.8,5.85,0.452904601405324,2.62975676347188,323.853495205568,1640837.886242,20924.4873583151,2.38258949861297,38585.7362074397,2,1
"ABG_12","S8",10.7637137788698,14642.7725,13.65,15,4.35,0.597875375632839,3.13124504310911,678.517483128423,1693957.47579424,17277.276354149,1.73651277763639,24650.8770118681,3,3
"ABG_12","S9",17.5749698611763,27813.52625,12.15,13.7,7.9,0.422549457036184,3.14251396551673,912.827938639562,3731925.13078139,26909.7890390845,2.61936784820269,51283.526928254,4,3
"ABG_13","S1",9.32234573677497,10011.40625,9.3,10.8,7.3,0.830646821903437,2.62377998648438,664.594352206925,1414772.44898184,30394.6389120997,1.22217330372779,22619.6100446347,1,1
"ABG_13","S2",11.3018165346351,15134.05,10.2,13.45,5.15,0.969676338245557,2.77517466323464,1238.11586226705,2265556.22655871,37002.2132389599,0.9216847235068,23526.7359032488,4,5
"ABG_13","S3",18.26238118543,39819.57875,13.6,15.85,4.9,1.35659981832404,2.97576089540511,4197.62610709677,5168964.58918727,91166.328546667,1.00727959625088,51355.5545235093,2,5
"ABG_13","S4",9.20502823233231,11522.645,10.65,13.4,8.6,0.946714460855071,2.79429929426876,1028.75996380101,1757818.735838,30164.0276262775,1.00757798750133,18288.1065058637,2,2
"ABG_13","S5",11.3808248381072,29719.56375,11.15,12.65,10.2,0.799591582554589,2.91905038848667,2505.78059619869,4219478.6286484,79384.0084768301,1.21882143426282,50524.6001354554,2,4
"ABG_13","S6",19.0734563316645,1973.99,9,10.45,5.05,0.57983668566946,2.71998532434933,80.7057689180985,270736.302261686,3873.15511221267,1.76413571869637,4976.85499794477,2,2
"ABG_13","S7",9.63437026103129,16519.7925,9,9.95,8.3,0.746057439859161,2.59011781718513,930.751990710389,2310813.37667964,45705.1325476392,1.31733414825613,41377.4688436092,1,2
"ABG_13","S8",6.04161943359487,29448.0975,14.2,15.5,6.55,2.45599009482247,1.79290621179576,2634.10946505116,1778776.62080482,131781.878867438,0.598794905217279,29957.4381149101,2,1
