"plot_id","subplot","date","longitude","latitude","file"
"ABG_4","S7","2019-03-10",14.92628599,-15.1630245,"DSC_1295"
"ABG_4","S6","2019-03-10",14.92628599,-15.1630245,"DSC_1294"
"ABG_4","S1","2019-03-10",14.92628599,-15.1630245,"DSC_1288"
"ABG_5","S9","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0846"
"ABG_5","S4","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0821"
"ABG_5","S3","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0819"
"ABG_5","S2","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0817"
"ABG_5","S5","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0822"
"ABG_5","S8","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0844"
"ABG_5","S7","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0843"
"ABG_5","S6","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0824"
"ABG_5","S1","2019-02-16",14.7706411020464,-15.125432833701,"DSC_0816"
"ABG_6","S9","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0899"
"ABG_6","S4","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0853"
"ABG_6","S3","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0852"
"ABG_6","S2","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0851"
"ABG_6","S5","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0854"
"ABG_6","S8","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0898"
"ABG_6","S7","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0897"
"ABG_6","S6","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0855"
"ABG_6","S1","2019-02-18",14.7240795895257,-15.1266325204611,"DSC_0850"
"ABG_7","S9","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1032"
"ABG_7","S4","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1027"
"ABG_7","S3","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1026"
"ABG_7","S2","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1025"
"ABG_7","S5","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1028"
"ABG_7","S8","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1031"
"ABG_7","S7","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1030"
"ABG_7","S6","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1029"
"ABG_7","S1","2019-02-20",14.6920163084824,-15.1290667841563,"DSC_1024"
"ABG_8","S9","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1187"
"ABG_8","S4","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1163"
"ABG_8","S3","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1162"
"ABG_8","S2","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1161"
"ABG_8","S5","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1164"
"ABG_8","S8","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1186"
"ABG_8","S7","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1185"
"ABG_8","S6","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1165"
"ABG_8","S1","2019-02-22",14.8719476895023,-15.1083547011463,"DSC_1160"
"ABG_9","S9","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1420"
"ABG_9","S4","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1415"
"ABG_9","S3","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1414"
"ABG_9","S2","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1412"
"ABG_9","S5","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1416"
"ABG_9","S8","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1419"
"ABG_9","S7","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1418"
"ABG_9","S6","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1417"
"ABG_9","S1","2019-03-12",14.8139986874609,-15.1967155658594,"DSC_1411"
"ABG_10","S9","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1529"
"ABG_10","S4","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1524"
"ABG_10","S3","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1523"
"ABG_10","S2","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1522"
"ABG_10","S5","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1525"
"ABG_10","S8","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1528"
"ABG_10","S7","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1527"
"ABG_10","S6","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1526"
"ABG_10","S1","2019-03-14",14.8383570246311,-15.0988132283402,"DSC_1521"
"ABG_11","S9","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1685"
"ABG_11","S4","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1680"
"ABG_11","S3","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1679"
"ABG_11","S2","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1678"
"ABG_11","S5","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1681"
"ABG_11","S8","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1684"
"ABG_11","S7","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1683"
"ABG_11","S6","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1682"
"ABG_11","S1","2019-03-17",14.8934699190351,-15.0578750444737,"DSC_1677"
"ABG_12","S9","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1749"
"ABG_12","S4","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1744"
"ABG_12","S3","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1743"
"ABG_12","S2","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1742"
"ABG_12","S5","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1745"
"ABG_12","S8","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1748"
"ABG_12","S7","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1747"
"ABG_12","S6","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1746"
"ABG_12","S1","2019-03-18",14.9068289911157,-15.1166473566529,"DSC_1741"
"ABG_13","S9","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1889"
"ABG_13","S4","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1883"
"ABG_13","S3","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1882"
"ABG_13","S2","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1881"
"ABG_13","S5","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1884"
"ABG_13","S8","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1888"
"ABG_13","S7","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1887"
"ABG_13","S6","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1886"
"ABG_13","S1","2019-03-19",14.8176735230412,-15.1982473450515,"DSC_1880"
"ABG_14","S9","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2025"
"ABG_14","S4","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2020"
"ABG_14","S3","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2019"
"ABG_14","S2","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2018"
"ABG_14","S5","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2021"
"ABG_14","S8","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2024"
"ABG_14","S7","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2023"
"ABG_14","S6","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2022"
"ABG_14","S1","2019-03-21",14.7946085962195,-15.0118566624085,"DSC_2017"
"ABG_15","S9","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2082"
"ABG_15","S4","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2077"
"ABG_15","S3","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2076"
"ABG_15","S2","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2075"
"ABG_15","S5","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2078"
"ABG_15","S8","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2081"
"ABG_15","S7","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2080"
"ABG_15","S6","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2079"
"ABG_15","S1","2019-03-23",14.7216890982192,-15.1332440182877,"DSC_2074"
"TKW_13","S1","2020-03-09",39.083,-8.93,"DSC_2686"
"TKW_13","S2","2020-03-09",39.083,-8.93,"DSC_2687"
"TKW_13","S3","2020-03-09",39.083,-8.93,"DSC_2688"
"TKW_13","S4","2020-03-09",39.083,-8.93,"DSC_2689"
"TKW_13","S5","2020-03-09",39.083,-8.93,"DSC_2690"
"TKW_13","S6","2020-03-09",39.083,-8.93,"DSC_2691"
"TKW_13","S7","2020-03-09",39.083,-8.93,"DSC_2692"
"TKW_13","S8","2020-03-09",39.083,-8.93,"DSC_2693"
"TKW_13","S9","2020-03-09",39.083,-8.93,"DSC_2694"
"TKW_9","S1","2020-03-06",39.004,-9.079,"DSC_2665"
"TKW_9","S2","2020-03-06",39.004,-9.079,"DSC_2666"
"TKW_9","S3","2020-03-06",39.004,-9.079,"DSC_2667"
"TKW_9","S4","2020-03-06",39.004,-9.079,"DSC_2669"
"TKW_9","S5","2020-03-06",39.004,-9.079,"DSC_2670"
"TKW_9","S6","2020-03-06",39.004,-9.079,"DSC_2672"
"TKW_9","S7","2020-03-06",39.004,-9.079,"DSC_2673"
"TKW_9","S8","2020-03-06",39.004,-9.079,"DSC_2674"
"TKW_9","S9","2020-03-06",39.004,-9.079,"DSC_2675"
"TKW_19","S1","2020-02-24",39.012,-9.1,"DSC_2613"
"TKW_19","S2","2020-02-24",39.012,-9.1,"DSC_2614"
"TKW_19","S3","2020-02-24",39.012,-9.1,"DSC_2615"
"TKW_19","S4","2020-02-24",39.012,-9.1,"DSC_2616"
"TKW_19","S5","2020-02-24",39.012,-9.1,"DSC_2617"
"TKW_19","S6","2020-02-24",39.012,-9.1,"DSC_2618"
"TKW_19","S7","2020-02-24",39.012,-9.1,"DSC_2619"
"TKW_19","S8","2020-02-24",39.012,-9.1,"DSC_2620"
"TKW_19","S9","2020-02-24",39.012,-9.1,"DSC_2621"
"TKW_10","S1","2020-02-25",39.014,-9.184,"DSC_2622"
"TKW_10","S2","2020-02-25",39.014,-9.184,"DSC_2623"
"TKW_10","S3","2020-02-25",39.014,-9.184,"DSC_2624"
"TKW_10","S4","2020-02-25",39.014,-9.184,"DSC_2625"
"TKW_10","S5","2020-02-25",39.014,-9.184,"DSC_2626"
"TKW_10","S6","2020-02-25",39.014,-9.184,"DSC_2627"
"TKW_10","S7","2020-02-25",39.014,-9.184,"DSC_2628"
"TKW_10","S8","2020-02-25",39.014,-9.184,"DSC_2629"
"TKW_10","S9","2020-02-25",39.014,-9.184,"DSC_2630"
"TKW_21","S1","2020-02-28",39.006,-9.269,"DSC_2652"
"TKW_21","S2","2020-02-28",39.006,-9.269,"DSC_2653"
"TKW_21","S3","2020-02-28",39.006,-9.269,"DSC_2654"
"TKW_21","S4","2020-02-28",39.006,-9.269,"DSC_2655"
"TKW_21","S5","2020-02-28",39.006,-9.269,"DSC_2656"
"TKW_21","S6","2020-02-28",39.006,-9.269,NA
"TKW_21","S7","2020-02-28",39.006,-9.269,"DSC_2657"
"TKW_21","S8","2020-02-28",39.006,-9.269,"DSC_2658"
"TKW_21","S9","2020-02-28",39.006,-9.269,"DSC_2659"
"TKW_7","S1","2020-03-10",39.106,-8.919,"DSC_2701"
"TKW_7","S2","2020-03-10",39.106,-8.919,"DSC_2702"
"TKW_7","S3","2020-03-10",39.106,-8.919,"DSC_2703"
"TKW_7","S4","2020-03-10",39.106,-8.919,"DSC_2704"
"TKW_7","S5","2020-03-10",39.106,-8.919,"DSC_2705"
"TKW_7","S6","2020-03-10",39.106,-8.919,"DSC_2706"
"TKW_7","S7","2020-03-10",39.106,-8.919,"DSC_2707"
"TKW_7","S8","2020-03-10",39.106,-8.919,"DSC_2708"
"TKW_7","S9","2020-03-10",39.106,-8.919,"DSC_2709"
"TKW_25","S1","2020-03-13",39.048,-8.928,"DSC_2721"
"TKW_25","S2","2020-03-13",39.048,-8.928,"DSC_2722"
"TKW_25","S3","2020-03-13",39.048,-8.928,"DSC_2723"
"TKW_25","S4","2020-03-13",39.048,-8.928,"DSC_2724"
"TKW_25","S5","2020-03-13",39.048,-8.928,"DSC_2725"
"TKW_25","S6","2020-03-13",39.048,-8.928,"DSC_2726"
"TKW_25","S7","2020-03-13",39.048,-8.928,"DSC_2727"
"TKW_25","S8","2020-03-13",39.048,-8.928,"DSC_2728"
"TKW_25","S9","2020-03-13",39.048,-8.928,"DSC_2729"
