"plot_id","plot_cluster","plot_name","country_iso3","prinv","other_authors","plot_shape","plot_width","plot_length","plot_diameter","subplot_n","subplot_shape","subplot_length","subplot_width","subplot_diameter","min_diam_thresh","max_diam_thresh","min_height_thresh","max_height_thresh","nested_1","n1_min_diam_thresh","n1_min_height_thresh","n1_plot_shape","n1_plot_width","n1_plot_length","n1_plot_diameter","nested_2","n2_min_diam_thresh","n2_min_height_thresh","n2_plot_shape","n2_plot_width","n2_plot_length","n2_plot_diameter","nested_3","n3_min_diam_thresh","n3_min_height_thresh","n3_plot_shape","n3_plot_width","n3_plot_length","n3_plot_diameter","lianas_sampled","soil_sampled","understory_sampled","dead_stems_sampled","stumps_sampled","tags","permanent","sampling_notes","sampling_design_fp_code","open_access","metadata_public","plot_notes","longitude_of_centre","latitude_of_centre","elevation","slope_method","slope_method_notes","plot_slope","plot_aspect","polygons","local_allometry","allometry_notes","rain_gauge_near","rain_gauge_longitude","rain_gauge_latitude","rain_gauge_amount","catenal_position","termites","canopy_cover","canopy_cover_method","canopy_cover_method_notes","xy_method","manipulation_experiment","experiment_ref","pa","pa_name","pa_type","wdpa_id","local_community_rights","other_user_rights","timber_harvesting","high_graded_100_years","fuel_wood_harvesting","charcoal_harvesting","other_woody_product_harvesting","ntfp_harvesting","farmed_30_years","land_use_notes","tree_stem","tree_diff","fire_return_interval","fire_exclusion","fire_exclusion_success","fire_treatment","fire_treatment_season","fire_treatment_notes","elephant_exclosure","elephants","elephant_density","elephant_data_source","exclosure","small_nonsocial_browsers","large_browsers","medium_sized_social_mixed_diet","nonruminants_excluding_suids","goat_grazing","cattle_grazing","herbivory_notes","file_plots","file_stems","data_ref","plot_area","subplot_area","plot_perimeter","all_dates","first_census","last_census","diam_max","diam_min","diam_mean","diam_median","diam_sd","diam_gt5_max","diam_gt5_min","diam_gt5_mean","diam_gt5_median","diam_gt5_sd","diam_gt10_max","diam_gt10_min","diam_gt10_mean","diam_gt10_median","diam_gt10_sd","n_diam","n_height","height_max","height_min","height_mean","height_median","height_sd","height_gt5_max","height_gt5_min","height_gt5_mean","height_gt5_median","height_gt5_sd","height_gt10_max","height_gt10_min","height_gt10_mean","height_gt10_median","height_gt10_sd","n_stems","n_stems_gt5","n_stems_gt10","n_stems_gt20","n_stems_gt40","n_stems_gt60","lorey_height","ba","agb","n_determ_genus","n_determ_species","dom_1","dom_2","dom_3","dom_4","dom_5","prop_1","prop_2","prop_3","prop_4","prop_5","richness","rarefy","shannon","simpson","invsimpson","evenness","stocking_ha","stocking_gt5_ha","stocking_gt10_ha","ba_ha","agb_ha"
"TKW_19","TKW_19","W18","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.012,-9.1,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,NA,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",68.7,4.3,13.9530864197531,9.65,11.4552064647654,68.7,5.3,13.9829721362229,9.7,11.4603226335772,68.7,10,20.8012903225806,14.5,13.5211810130104,324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,323,155,48,22,2,0,8.2831027701026,65.3735249662719,294,293,"Diplorhynchus condylocarpon","Combretum apiculatum","Indet indet","Brachystegia boehmii","Combretum zeyheri",0.5,0.104938271604938,0.0925925925925926,0.058641975308642,0.0432098765432099,22,8.47119016736995,1.93261859402804,0.721040999847584,3.58475618084961,0.162943462765891,324,323,155,8.2831027701026,65.3735249662719
"TKW_2","TKW_2","F13","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.269,-9.292,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,0.75,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2018","2010","2018",88.9,4.5,10.5802670623145,8.2,7.26498937399086,88.9,5,10.5890787518574,8.2,7.26678390318938,88.9,10,17.1344827586207,13.4,9.19034946419341,1348,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348,1346,464,114,15,2,0,17.4352611743751,105.954714670523,1329,1212,"Hymenaea verrucosa","Gymnosporia senegalensis","Suregada zanzibariensis","Grewia microcarpa","Uvaria lucida",0.280415430267062,0.146884272997033,0.140207715133531,0.101632047477745,0.0467359050445104,40,10.3221141179573,2.49045602002297,0.861714024073471,7.23139127666348,0.180784781916587,1348,1346,464,17.4352611743751,105.954714670523
"TKW_20","TKW_20","W19","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,38.965,-9.088,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,NA,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",45.9,5,11.1269230769231,8.65,6.78976833521984,45.9,5,11.1269230769231,8.65,6.78976833521984,45.9,10.1,16.540625,13.75,7.80958300381963,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,78,32,6,1,0,0,1.03726200263023,7.46973724593309,61,61,"Combretum apiculatum","Indet indet","Combretum zeyheri","Vitex payos","Cassia abbreviata",0.474358974358974,0.217948717948718,0.192307692307692,0.0384615384615385,0.0256410256410256,8,5.41340175094883,1.42776308025922,0.687376725838264,3.198738170347,0.399842271293375,78,78,32,1.03726200263023,7.46973724593309
"TKW_21","TKW_21","W26","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.006,-9.269,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,NA,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",66.1,4.8,11.1808249721293,8.9,7.37301351799375,66.1,5,11.1879464285714,8.95,7.37404400177702,66.1,10,16.8512064343164,13.7,8.5506888292454,897,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,896,373,81,11,1,0,12.6325388388291,76.7350415191297,864,807,"Diplorhynchus condylocarpon","Gymnosporia senegalensis","Combretum apiculatum","Pseudolachnostylis maprouneifolia","Strychnos indet",0.309921962095875,0.201783723522854,0.0657748049052397,0.052396878483835,0.0423634336677815,44,10.9401724774359,2.54492191277199,0.848131204100377,6.58463112238635,0.149650707326963,897,896,373,12.6325388388291,76.7350415191297
"TKW_22","TKW_22","W29","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,38.967,-9.395,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,NA,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012","2010","2012",60.3,5,12.7352941176471,9.9,8.73573684830257,60.3,5,12.7352941176471,9.9,8.73573684830257,60.3,10,18.1614906832298,14.4,9.6163016676878,323,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,323,161,43,9,1,0,6.04438106860778,43.1999650777562,264,264,"Combretum apiculatum","Indet indet","Diplorhynchus condylocarpon","Julbernardia globiflora","Pseudolachnostylis maprouneifolia",0.321981424148607,0.18266253869969,0.148606811145511,0.0588235294117647,0.0526315789473684,25,9.39750124708286,2.2570333420029,0.82991306348187,5.87934629473091,0.235173851789236,323,323,161,6.04438106860778,43.1999650777562
"TKW_23","TKW_23","W6","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,38.983,-8.872,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,NA,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",73,4.9,10.0406392694064,7.5,7.53794934470941,73,5,10.0642201834862,7.55,7.54719739768285,73,10,18.3101694915254,13.9,10.6753937973921,219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,218,59,16,1,1,0,2.70689597589972,17.4266675440949,212,212,"Combretum apiculatum","Sclerocarya birrea","Senegalia nigrescens","Combretum zeyheri","Commiphora africana",0.575342465753425,0.118721461187215,0.100456621004566,0.0684931506849315,0.0319634703196347,15,6.6237796819332,1.55026343686215,0.637351181168032,2.75748864485713,0.183832576323808,219,218,59,2.70689597589972,17.4266675440949
"TKW_24","TKW_24","W7","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.065,-8.918,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,NA,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",36.6,5.1,10.0189427312775,8.2,5.39285357428671,36.6,5.1,10.0189427312775,8.2,5.39285357428671,36.6,10,15.9821917808219,14,5.88098022974991,227,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,227,73,14,0,0,0,2.30583554535346,15.2918145622484,174,173,"Indet indet","Dalbergia melanoxylon","Ochna holstii","Julbernardia globiflora","Vachellia nilotica",0.233480176211454,0.140969162995595,0.140969162995595,0.101321585903084,0.0748898678414097,23,10.649178107736,2.47332945267246,0.880940829435852,8.39918500407498,0.365181956698912,227,227,73,2.30583554535346,15.2918145622484
"TKW_25","TKW_25","W9","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.048,-8.928,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,NA,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012","2010","2012",71.1,5.1,14.1241758241758,11.1,9.18732751730059,71.1,5.1,14.1241758241758,11.1,9.18732751730059,71.1,10,19.2603896103896,16.95,9.3602442487486,273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,154,56,5,1,0,6.08056122040284,35.0665025594529,240,240,"Pseudolachnostylis maprouneifolia","Bridelia scleroneura","Markhamia obtusifolia","Indet indet","Burkea africana",0.249084249084249,0.208791208791209,0.146520146520147,0.120879120879121,0.102564102564103,13,8.01267803275941,2.05783007468031,0.842195655382469,6.33696114275997,0.487458549443075,273,273,154,6.08056122040284,35.0665025594529
"TKW_3","TKW_3","F15","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.318,-9.419,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,0.75,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012","2010","2012",86.3,5,11.3057460611677,8.2,8.371975092662,86.3,5,11.3057460611677,8.2,8.371975092662,86.3,10,18.6790404040404,14.9,10.1205113238705,1079,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079,1079,396,119,13,2,0,16.7662598041913,106.270875501101,775,744,"Indet indet","Suregada zanzibariensis","Manilkara discolor","Hymenocardia ulmoides","Markhamia obtusifolia",0.281742354031511,0.205746061167748,0.17516218721038,0.0787766450417053,0.0695088044485635,22,8.27506512844716,2.11139001379704,0.831456717294787,5.933194037457,0.269690638066227,1079,1079,396,16.7662598041913,106.270875501101
"TKW_4","TKW_4","F5","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.043,-8.929,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,0.75,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012","2010","2012",87.1,5,10.2324305060584,8,6.69111950122884,87.1,5,10.2324305060584,8,6.69111950122884,87.1,10,16.5720085470085,13.8,8.4081539031992,1403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403,1403,468,98,11,3,0,16.4671958915328,95.0386865622813,1235,1088,"Hymenocardia ulmoides","Strychnos spinosa","Indet indet","Markhamia indet","Diospyros mespiliformis",0.408410548823949,0.159657875980043,0.119743406985032,0.0612972202423379,0.0555951532430506,28,8.38422202087092,2.04672968844205,0.782343506862649,4.59439544203699,0.164085551501321,1403,1403,468,16.4671958915328,95.0386865622813
"TKW_5","TKW_5","F6","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.085,-8.971,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,0.75,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",99.5,4.9,15.273508353222,10.6,11.3909617430815,99.5,5.1,15.2983253588517,10.65,11.3932653787144,99.5,10,22.8699074074074,21.1,11.4427095502705,419,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,418,216,115,13,3,0,11.9366006678353,97.3249469143077,414,412,"Diplorhynchus condylocarpon","Combretum apiculatum","Pseudolachnostylis maprouneifolia","Burkea africana","Combretum zeyheri",0.441527446300716,0.212410501193317,0.105011933174224,0.100238663484487,0.0334128878281623,19,6.81811757089025,1.75657730617338,0.736291089706712,3.7920599606886,0.199582103194137,419,418,216,11.9366006678353,97.3249469143077
"TKW_6","TKW_6","F7","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.075,-8.992,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,0.75,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",64.5,4.9,12.3474452554745,8.8,9.85494117134136,64.5,5,12.3610603290676,8.8,9.8588017409529,64.5,10,20.3171296296296,14.8,11.7917879624152,548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,547,216,73,20,2,0,10.7342189115268,80.8735508332873,528,523,"Diplorhynchus condylocarpon","Pseudolachnostylis maprouneifolia","Combretum apiculatum","Julbernardia globiflora","Indet indet",0.427007299270073,0.184306569343066,0.140510948905109,0.0401459854014599,0.0364963503649635,31,7.97762696718464,1.99389722374003,0.758551334647557,4.14166712638605,0.133602165367292,548,547,216,10.7342189115268,80.8735508332873
"TKW_7","TKW_7","S3","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.106,-8.919,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,0.05,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",19.1,4.7,8.30148367952522,7.5,2.63710319637553,19.1,5,8.32238805970149,7.6,2.63097741995026,19.1,10,12.6088235294118,12.15,2.16048193173388,337,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,335,68,0,0,0,0,2.00754682068226,8.52108361430042,335,335,"Burkea africana","Bauhinia petersiana","Combretum apiculatum","Annona senegalensis","Margaritaria discoidea",0.42433234421365,0.213649851632047,0.195845697329377,0.086053412462908,0.0623145400593472,10,5.14986131353246,1.49635355262837,0.724581531932129,3.63083858179609,0.363083858179609,337,335,68,2.00754682068226,8.52108361430042
"TKW_8","TKW_8","S4","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.087,-8.94,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,0.05,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",99,5.6,15.3111111111111,11.5,14.4437854826254,99,5.6,15.3111111111111,11.5,14.4437854826254,99,10,21.175,16.15,16.9071983824304,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,63,36,10,2,2,0,2.17584508072772,24.0559324382282,55,55,"Bauhinia petersiana","Dalbergia melanoxylon","Indet indet","Combretum zeyheri","Syzygium guineense",0.142857142857143,0.126984126984127,0.126984126984127,0.111111111111111,0.111111111111111,14,11.2590252269903,2.46030859729921,0.90350214159738,10.3629242819843,0.740208877284595,63,63,36,2.17584508072772,24.0559324382282
"TKW_9","TKW_9","S5","TZA","Williams, M.","McNicol, I., Ryan, C., Bowers, S","rectangle",100,100,NA,10,"rectangle",50,20,NA,5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,39.004,-9.079,NA,NA,NA,NA,NA,TRUE,"Ryan., C. 2011",NA,NA,NA,NA,NA,NA,NA,0.05,"aerial_photo","aerial photographs 2010",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_character_","stem",TRUE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39_tanzania_williams_kilwa_checkY.xlsx","39_tanzania_kilwa_williams_clean.csv","https://doi.org/10.1007/s10021-017-0180-6",1,0.1,400,"2010, 2012, 2017","2010","2017",67,4.8,14.3407862407862,10.3,10.4722766717962,67,5.2,14.3879012345679,10.3,10.4765757948989,67,10,20.3981481481481,16.1,11.2699351557655,407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,405,216,80,16,1,0,10.0710279169559,77.6345611161396,393,393,"Diplorhynchus condylocarpon","Combretum collinum","Ochna holstii","Combretum zeyheri","Pseudolachnostylis maprouneifolia",0.282555282555283,0.122850122850123,0.0958230958230958,0.0712530712530713,0.0663390663390663,26,11.1592044817955,2.53221147085242,0.87513960241233,8.00894454382826,0.308036328608779,407,405,216,10.0710279169559,77.6345611161396
